,concept,language,word,ID,cc,ccCode
1801,person,CATALAN_2,p3rson3,1801,person:3,d
1798,person,ASTURIAN,persona,1798,person:3,d
1808,person,FRIULIAN,pErsoN,1808,person:3,d
1799,person,BALEAR_CATALAN,p3rson3,1799,person:3,d
1800,person,CATALAN,p3rson3,1800,person:3,d
1814,person,LANGUEDOCIEN,persuno,1814,person:3,d
1844,person,VALENCIAN,persone,1844,person:3,d
1811,person,ITALIAN,persona,1811,person:3,d
1836,person,ROMANSH_SURSILVAN,pErsun3,1836,person:3,d
1842,person,SPANISH,persona,1842,person:3,d
1813,person,JUDEO_ESPAGNOL,persona,1813,person:3,d
1831,person,ROMANIAN,persoan3,1831,person:3,d
1829,person,PORTUGUESE,pErzon,1829,person:3,d
1841,person,SICILIAN_UnnamedInSource,pirsuna,1841,person:3,d
1838,person,SARDINIAN,pesone,1838,person:3,d
1802,person,CORSICAN,nimu,1802,person:4,e
1832,person,ROMANIAN_2,om,1832,person:5,f
1827,person,PIEMONTESE_LANZO_TORINESE,om,1827,person:5,f
1826,person,PIEMONTESE_CARMAGNOLA,om,1826,person:5,f
1825,person,PIEMONTESE_BARBANIA,om,1825,person:5,f
1804,person,EMILIANO_CARPIGIANO,om,1804,person:5,f
1806,person,EMILIANO_REGGIANO,om,1806,person:5,f
1807,person,FRENCH,om,1807,person:5,f
1818,person,LOMBARD_BERGAMO,om,1818,person:5,f
1822,person,NONES_FASSANO,om,1822,person:5,f
1821,person,NONES,om,1821,person:5,f
1803,person,DALMATIAN,om,1803,person:5,f
1843,person,TURIA_AROMANIAN,om,1843,person:5,f
1819,person,LOMBARD_PLESIO,om,1819,person:5,f
1834,person,ROMANSH_GRISHUN,k3rSTawn,1834,person:6,g
1835,person,ROMANSH_SURMIRAN,k3rstaN,1835,person:6,g
1820,person,NEAPOLITAN_CALABRESE,kr3styan3,1820,person:6,g
1830,person,ROMAGNOL_RAVENNATE,sCan,1830,person:6,g
1817,person,LIGURIAN_STELLA,kristyaN,1817,person:6,g
1805,person,EMILIANO_FERRARESE,styan,1805,person:6,g
1809,person,GALICIAN,ome,1809,person:7,h
1810,person,GASCON,omi,1810,person:7,h
1828,person,PIEMONTESE_VERCELLESE,omaN,1828,person:8,i
1837,person,ROMANSH_VALLADER,uman,1837,person:8,i
1839,person,SARDINIAN_CAMPIDANESE,omini,1839,person:9,j
1840,person,SARDINIAN_LOGUDARESE,omine,1840,person:9,j
1793,person,ALBANIAN_GHEG,5eri,1793,person:9,j
1477,see,ALBANIAN_GHEG,Sof,1477,see:0,a
1479,see,ALBANIAN_TOSK,Soh,1479,see:0,a
1478,see,ALBANIAN,Soh,1478,see:0,a
1487,see,DALMATIAN,vedar,1487,see:1,b
1489,see,EMILIANO_FERRARESE,vEdar,1489,see:1,b
1490,see,EMILIANO_REGGIANO,vEder,1490,see:1,b
1505,see,NONES,vedEr,1505,see:1,b
1506,see,NONES_FASSANO,veder,1506,see:1,b
1480,see,ARAGONESE,beyer,1480,see:1,b
1525,see,SICILIAN_UnnamedInSource,vidiri,1525,see:1,b
1518,see,ROMANSH_GRISHUN,v3zayr,1518,see:1,b
1520,see,ROMANSH_SURSILVAN,v3zEr,1520,see:1,b
1521,see,ROMANSH_VALLADER,v3Cer,1521,see:1,b
1488,see,EMILIANO_CARPIGIANO,vEder,1488,see:1,b
1496,see,ITALIAN_GROSSETO_TUSCAN,vedere,1496,see:1,b
1512,see,PIEMONTESE_VERCELLESE,vogi,1512,see:10,k
1526,see,SPANISH,ve,1526,see:11,l
1481,see,ARPITAN,vEa,1481,see:2,c
1513,see,PORTUGUESE,ver,1513,see:3,d
1519,see,ROMANSH_SURMIRAN,vEkr,1519,see:3,d
1482,see,ASTURIAN,ver,1482,see:3,d
1497,see,JUDEO_ESPAGNOL,ver,1497,see:3,d
1493,see,GALICIAN,ber,1493,see:3,d
1523,see,SARDINIAN_CAMPIDANESE,biri,1523,see:4,e
1484,see,CATALAN,bEur3,1484,see:4,e
1527,see,VALENCIAN,vEure,1527,see:4,e
1483,see,BALEAR_CATALAN,vEur3,1483,see:4,e
1498,see,LANGUEDOCIEN,beyre,1498,see:4,e
1524,see,SARDINIAN_LOGUDARESE,biere,1524,see:4,e
1522,see,SARDINIAN,biere,1522,see:4,e
1504,see,NEAPOLITAN_CALABRESE,v3rE,1504,see:4,e
1485,see,CATALAN_2,bEur3,1485,see:4,e
1528,see,VLACH,vedu,1528,see:5,f
1517,see,ROMANIAN_MEGLENO,vet,1517,see:5,f
1515,see,ROMANIAN,vedea,1515,see:5,f
1514,see,ROMAGNOL_RAVENNATE,vde,1514,see:5,f
1486,see,CORSICAN,vEnd,1486,see:5,f
1509,see,PIEMONTESE_BARBANIA,v3de,1509,see:5,f
1508,see,OCCITAN_ARANESE,be8e,1508,see:5,f
1503,see,LOMBARD_PLESIO,vedE,1503,see:5,f
1500,see,LIGURIAN_RAPALLO,vede,1500,see:5,f
1499,see,LIGURIAN_GENOESE,vede,1499,see:5,f
1495,see,ITALIAN,ved,1495,see:5,f
1494,see,GASCON,beze,1494,see:5,f
1492,see,FRIULIAN,viodi,1492,see:5,f
1511,see,PIEMONTESE_LANZO_TORINESE,v3di,1511,see:5,f
1510,see,PIEMONTESE_CARMAGNOLA,v3de,1510,see:5,f
1516,see,ROMANIAN_2,vedea,1516,see:5,f
1491,see,FRENCH,va,1491,see:6,g
1501,see,LIGURIAN_STELLA,vyEy,1501,see:7,h
1502,see,LOMBARD_BERGAMO,Et,1502,see:8,i
1507,see,NONES_GARDENESE,ud3y,1507,see:9,j
1115,skin,ALBANIAN_TOSK,l3kur3,1115,skin:0,a
1114,skin,ALBANIAN,l3kur3,1114,skin:0,a
1113,skin,ALBANIAN_GHEG,l3kur3,1113,skin:0,a
1144,skin,PIEMONTESE_BARBANIA,pEl,1144,skin:1,b
1142,skin,NONES_GARDENESE,pel,1142,skin:1,b
1141,skin,NONES_FASSANO,pel,1141,skin:1,b
1146,skin,PIEMONTESE_LANZO_TORINESE,pEl,1146,skin:1,b
1139,skin,NEAPOLITAN_CALABRESE,pEl3,1139,skin:1,b
1138,skin,LOMBARD_PLESIO,pEl,1138,skin:1,b
1137,skin,LOMBARD_BERGAMO,pEl,1137,skin:1,b
1136,skin,LIGURIAN_STELLA,pEle,1136,skin:1,b
1147,skin,PIEMONTESE_VERCELLESE,pEl,1147,skin:1,b
1148,skin,PORTUGUESE,pEl3,1148,skin:1,b
1135,skin,LIGURIAN_RAPALLO,pele,1135,skin:1,b
1149,skin,ROMAGNOL_RAVENNATE,pe3la,1149,skin:1,b
1145,skin,PIEMONTESE_CARMAGNOLA,pEl,1145,skin:1,b
1140,skin,NONES,pEl,1140,skin:1,b
1121,skin,CORSICAN,pedi,1121,skin:1,b
1116,skin,ARAGONESE,piel,1116,skin:1,b
1117,skin,ASTURIAN,piel,1117,skin:1,b
1118,skin,BALEAR_CATALAN,peL,1118,skin:1,b
1119,skin,CATALAN,peL,1119,skin:1,b
1120,skin,CATALAN_2,peL,1120,skin:1,b
1134,skin,LIGURIAN_GENOESE,pele,1134,skin:1,b
1122,skin,DALMATIAN,pial,1122,skin:1,b
1123,skin,EMILIANO_CARPIGIANO,pEla,1123,skin:1,b
1124,skin,EMILIANO_FERRARESE,pel,1124,skin:1,b
1125,skin,EMILIANO_REGGIANO,pEla,1125,skin:1,b
1127,skin,FRIULIAN,pel,1127,skin:1,b
1128,skin,GALICIAN,pEl,1128,skin:1,b
1130,skin,ITALIAN,pElle,1130,skin:1,b
1131,skin,ITALIAN_GROSSETO_TUSCAN,pEle,1131,skin:1,b
1150,skin,ROMANIAN,pele,1150,skin:1,b
1151,skin,ROMANIAN_2,pyele,1151,skin:1,b
1153,skin,ROMANSH_GRISHUN,pel,1153,skin:1,b
1133,skin,LANGUEDOCIEN,pel,1133,skin:1,b
1154,skin,ROMANSH_SURMIRAN,pel,1154,skin:1,b
1155,skin,ROMANSH_SURSILVAN,pal,1155,skin:1,b
1156,skin,ROMANSH_VALLADER,pel,1156,skin:1,b
1157,skin,SARDINIAN,pede,1157,skin:1,b
1158,skin,SARDINIAN_CAMPIDANESE,pEdi,1158,skin:1,b
1159,skin,SARDINIAN_LOGUDARESE,pede,1159,skin:1,b
1160,skin,SICILIAN_UnnamedInSource,pedi,1160,skin:1,b
1161,skin,SPANISH,piel,1161,skin:1,b
1163,skin,VALENCIAN,peL,1163,skin:1,b
1126,skin,FRENCH,po,1126,skin:2,c
1143,skin,OCCITAN_ARANESE,pEt,1143,skin:3,d
1129,skin,GASCON,pEt,1129,skin:3,d
1132,skin,JUDEO_ESPAGNOL,kuero,1132,skin:4,e
1152,skin,ROMANIAN_MEGLENO,koaZ3,1152,skin:5,f
1162,skin,TURIA_AROMANIAN,kali,1162,skin:6,g
1164,skin,VLACH,kiali,1164,skin:6,g
292,star,ALBANIAN,ill,292,star:0,a
293,star,ALBANIAN_TOSK,uL,293,star:1,b
339,star,SPANISH,estreya,339,star:2,c
338,star,SICILIAN_UnnamedInSource,stida,338,star:2,c
337,star,SARDINIAN_LOGUDARESE,isteda,337,star:2,c
336,star,SARDINIAN_CAMPIDANESE,stEda,336,star:2,c
335,star,SARDINIAN,isteda,335,star:2,c
334,star,ROMANSH_VALLADER,stayl3,334,star:2,c
333,star,ROMANSH_SURSILVAN,Steil3,333,star:2,c
332,star,ROMANSH_SURMIRAN,stEyl3,332,star:2,c
322,star,PIEMONTESE_BARBANIA,stEyla,322,star:2,c
330,star,ROMANIAN_MEGLENO,stew3,330,star:2,c
329,star,ROMANIAN_2,stea,329,star:2,c
328,star,ROMANIAN,stea,328,star:2,c
327,star,ROMAGNOL_RAVENNATE,ste3la,327,star:2,c
326,star,PORTUGUESE,3Strela,326,star:2,c
325,star,PIEMONTESE_VERCELLESE,stola,325,star:2,c
320,star,NONES_GARDENESE,St3yla,320,star:2,c
324,star,PIEMONTESE_LANZO_TORINESE,stEyla,324,star:2,c
323,star,PIEMONTESE_CARMAGNOLA,stEyla,323,star:2,c
321,star,OCCITAN_ARANESE,estelo,321,star:2,c
331,star,ROMANSH_GRISHUN,Stayl3,331,star:2,c
341,star,VLACH,stiaua,341,star:2,c
319,star,NONES_FASSANO,Steyla,319,star:2,c
307,star,GALICIAN,Estrela,307,star:2,c
306,star,FRIULIAN,stelE,306,star:2,c
304,star,EMILIANO_REGGIANO,strEla,304,star:2,c
303,star,EMILIANO_FERRARESE,stEla,303,star:2,c
302,star,EMILIANO_CARPIGIANO,stEla,302,star:2,c
340,star,VALENCIAN,estrEla,340,star:2,c
309,star,ITALIAN,stella,309,star:2,c
301,star,DALMATIAN,stala,301,star:2,c
299,star,CATALAN_2,3stEl,299,star:2,c
298,star,CATALAN,3streL3,298,star:2,c
297,star,BALEAR_CATALAN,3stEl,297,star:2,c
296,star,ASTURIAN,estrella,296,star:2,c
295,star,ARPITAN,etela,295,star:2,c
294,star,ARAGONESE,estrela,294,star:2,c
300,star,CORSICAN,Steda,300,star:2,c
310,star,ITALIAN_GROSSETO_TUSCAN,stela,310,star:2,c
308,star,GASCON,estero,308,star:2,c
312,star,LANGUEDOCIEN,estelo,312,star:2,c
311,star,JUDEO_ESPAGNOL,estreya,311,star:2,c
317,star,LOMBARD_PLESIO,StEla,317,star:2,c
316,star,LOMBARD_BERGAMO,stEla,316,star:2,c
315,star,LIGURIAN_STELLA,StEya,315,star:2,c
318,star,NEAPOLITAN_CALABRESE,stel3,318,star:2,c
314,star,LIGURIAN_RAPALLO,stela,314,star:2,c
313,star,LIGURIAN_GENOESE,stela,313,star:2,c
291,star,ALBANIAN_GHEG,iL,291,star:3,d
305,star,FRENCH,etol,305,star:3,d
1742,stone,ALBANIAN_TOSK,gur,1742,stone:0,a
1740,stone,ALBANIAN_GHEG,gur,1740,stone:0,a
1741,stone,ALBANIAN,gur,1741,stone:0,a
1743,stone,ARAGONESE,pe5a,1743,stone:1,b
1744,stone,ARPITAN,pEri,1744,stone:1,b
1745,stone,ASTURIAN,piedra,1745,stone:1,b
1746,stone,BALEAR_CATALAN,pedr3,1746,stone:1,b
1747,stone,CATALAN,pe8r3,1747,stone:1,b
1748,stone,CATALAN_2,pe8r3,1748,stone:1,b
1750,stone,DALMATIAN,pitra,1750,stone:1,b
1753,stone,EMILIANO_REGGIANO,preda,1753,stone:1,b
1767,stone,NEAPOLITAN_CALABRESE,prEt3,1767,stone:1,b
1755,stone,FRIULIAN,perE,1755,stone:1,b
1756,stone,GALICIAN,pEdra,1756,stone:1,b
1771,stone,OCCITAN_ARANESE,pEiro,1771,stone:1,b
1757,stone,GASCON,pEiro,1757,stone:1,b
1758,stone,ITALIAN,pyEtra,1758,stone:1,b
1760,stone,JUDEO_ESPAGNOL,pyedra,1760,stone:1,b
1761,stone,LANGUEDOCIEN,pEyro,1761,stone:1,b
1762,stone,LIGURIAN_GENOESE,pria,1762,stone:1,b
1763,stone,LIGURIAN_RAPALLO,pria,1763,stone:1,b
1764,stone,LIGURIAN_STELLA,prEya,1764,stone:1,b
1765,stone,LOMBARD_BERGAMO,preda,1765,stone:1,b
1754,stone,FRENCH,per,1754,stone:1,b
1772,stone,PIEMONTESE_BARBANIA,pEra,1772,stone:1,b
1752,stone,EMILIANO_FERRARESE,prEda,1752,stone:1,b
1787,stone,SARDINIAN_LOGUDARESE,perda,1787,stone:1,b
1774,stone,PIEMONTESE_LANZO_TORINESE,pEra,1774,stone:1,b
1773,stone,PIEMONTESE_CARMAGNOLA,pera,1773,stone:1,b
1791,stone,VALENCIAN,pe8ra,1791,stone:1,b
1775,stone,PIEMONTESE_VERCELLESE,prEya,1775,stone:1,b
1776,stone,PORTUGUESE,pEdra,1776,stone:1,b
1789,stone,SPANISH,piedra,1789,stone:1,b
1788,stone,SICILIAN_UnnamedInSource,petra,1788,stone:1,b
1786,stone,SARDINIAN_CAMPIDANESE,perda,1786,stone:1,b
1785,stone,SARDINIAN,pedra,1785,stone:1,b
1779,stone,ROMANIAN_2,pyatr3,1779,stone:1,b
1778,stone,ROMANIAN,patr3,1778,stone:1,b
1749,stone,CORSICAN,kota,1749,stone:2,c
1751,stone,EMILIANO_CARPIGIANO,jarown,1751,stone:3,d
1768,stone,NONES,sas,1768,stone:4,e
1766,stone,LOMBARD_PLESIO,sas,1766,stone:4,e
1777,stone,ROMAGNOL_RAVENNATE,sas,1777,stone:4,e
1759,stone,ITALIAN_GROSSETO_TUSCAN,saso,1759,stone:4,e
1770,stone,NONES_GARDENESE,sas,1770,stone:4,e
1769,stone,NONES_FASSANO,sas,1769,stone:4,e
1780,stone,ROMANIAN_MEGLENO,rop3,1780,stone:5,f
1781,stone,ROMANSH_GRISHUN,krap,1781,stone:6,g
1782,stone,ROMANSH_SURMIRAN,krap,1782,stone:6,g
1783,stone,ROMANSH_SURSILVAN,krap,1783,stone:6,g
1784,stone,ROMANSH_VALLADER,krap,1784,stone:6,g
1790,stone,TURIA_AROMANIAN,kitriCa,1790,stone:7,h
1792,stone,VLACH,gena,1792,stone:8,i
1322,sun,ALBANIAN,dyell,1322,sun:0,a
1323,sun,ALBANIAN_TOSK,diEL,1323,sun:0,a
1321,sun,ALBANIAN_GHEG,dieL,1321,sun:0,a
1366,sun,SARDINIAN,sole,1366,sun:1,b
1365,sun,ROMANSH_VALLADER,sulay,1365,sun:1,b
1332,sun,EMILIANO_CARPIGIANO,sol,1332,sun:1,b
1363,sun,ROMANSH_SURMIRAN,suLeL,1363,sun:1,b
1367,sun,SARDINIAN_CAMPIDANESE,soli,1367,sun:1,b
1362,sun,ROMANSH_GRISHUN,suleL,1362,sun:1,b
1364,sun,ROMANSH_SURSILVAN,sulEL,1364,sun:1,b
1368,sun,SARDINIAN_LOGUDARESE,sole,1368,sun:1,b
1325,sun,ARPITAN,solEL,1325,sun:1,b
1370,sun,SPANISH,sol,1370,sun:1,b
1371,sun,VALENCIAN,sol,1371,sun:1,b
1324,sun,ARAGONESE,sol,1324,sun:1,b
1333,sun,EMILIANO_FERRARESE,sol,1333,sun:1,b
1326,sun,ASTURIAN,sol,1326,sun:1,b
1329,sun,CATALAN_2,sol,1329,sun:1,b
1330,sun,CORSICAN,soli,1330,sun:1,b
1331,sun,DALMATIAN,saul,1331,sun:1,b
1369,sun,SICILIAN_UnnamedInSource,suli,1369,sun:1,b
1358,sun,ROMAGNOL_RAVENNATE,sowl,1358,sun:1,b
1346,sun,LOMBARD_BERGAMO,sul,1346,sun:1,b
1356,sun,PIEMONTESE_VERCELLESE,sul,1356,sun:1,b
1338,sun,GASCON,sureL,1338,sun:1,b
1337,sun,GALICIAN,sol,1337,sun:1,b
1336,sun,FRIULIAN,soreli,1336,sun:1,b
1335,sun,FRENCH,sole,1335,sun:1,b
1334,sun,EMILIANO_REGGIANO,sowl,1334,sun:1,b
1339,sun,ITALIAN,sole,1339,sun:1,b
1340,sun,ITALIAN_GROSSETO_TUSCAN,sole,1340,sun:1,b
1341,sun,JUDEO_ESPAGNOL,sol,1341,sun:1,b
1342,sun,LANGUEDOCIEN,sulel,1342,sun:1,b
1357,sun,PORTUGUESE,sol,1357,sun:1,b
1327,sun,BALEAR_CATALAN,sol,1327,sun:1,b
1328,sun,CATALAN,sol,1328,sun:1,b
1348,sun,NEAPOLITAN_CALABRESE,sol3,1348,sun:1,b
1349,sun,NONES,sol,1349,sun:1,b
1350,sun,NONES_FASSANO,soreye,1350,sun:1,b
1351,sun,NONES_GARDENESE,sur3dl,1351,sun:1,b
1353,sun,PIEMONTESE_BARBANIA,sul,1353,sun:1,b
1354,sun,PIEMONTESE_CARMAGNOLA,sul,1354,sun:1,b
1355,sun,PIEMONTESE_LANZO_TORINESE,sul,1355,sun:1,b
1343,sun,LIGURIAN_GENOESE,su,1343,sun:2,c
1352,sun,OCCITAN_ARANESE,su,1352,sun:2,c
1345,sun,LIGURIAN_STELLA,su,1345,sun:2,c
1344,sun,LIGURIAN_RAPALLO,su,1344,sun:2,c
1347,sun,LOMBARD_PLESIO,suu,1347,sun:3,d
1361,sun,ROMANIAN_MEGLENO,soari,1361,sun:4,e
1372,sun,VLACH,suari,1372,sun:4,e
1360,sun,ROMANIAN_2,soare,1360,sun:4,e
1359,sun,ROMANIAN,soare,1359,sun:4,e
1373,tongue,ALBANIAN_GHEG,guh3,1373,tongue:0,a
1374,tongue,ALBANIAN,Tuh3,1374,tongue:0,a
1375,tongue,ALBANIAN_TOSK,Tuh3,1375,tongue:0,a
1408,tongue,PORTUGUESE,ligua,1408,tongue:1,b
1407,tongue,PIEMONTESE_VERCELLESE,leNgwa,1407,tongue:1,b
1406,tongue,PIEMONTESE_LANZO_TORINESE,lENga,1406,tongue:1,b
1405,tongue,PIEMONTESE_CARMAGNOLA,leNga,1405,tongue:1,b
1404,tongue,PIEMONTESE_BARBANIA,lENga,1404,tongue:1,b
1409,tongue,ROMAGNOL_RAVENNATE,lengva,1409,tongue:1,b
1403,tongue,OCCITAN_ARANESE,leNuo,1403,tongue:1,b
1402,tongue,NONES_GARDENESE,l3Nga,1402,tongue:1,b
1401,tongue,NONES,lENa,1401,tongue:1,b
1422,tongue,TURIA_AROMANIAN,lima,1422,tongue:1,b
1410,tongue,ROMANIAN,limb3,1410,tongue:1,b
1413,tongue,ROMANSH_GRISHUN,lyewNg3,1413,tongue:1,b
1412,tongue,ROMANIAN_MEGLENO,limbe,1412,tongue:1,b
1414,tongue,ROMANSH_SURMIRAN,LaNg3,1414,tongue:1,b
1421,tongue,SPANISH,lenga,1421,tongue:1,b
1415,tongue,ROMANSH_SURSILVAN,lEuNga,1415,tongue:1,b
1416,tongue,ROMANSH_VALLADER,lew3,1416,tongue:1,b
1417,tongue,SARDINIAN,limba,1417,tongue:1,b
1418,tongue,SARDINIAN_CAMPIDANESE,limba,1418,tongue:1,b
1419,tongue,SARDINIAN_LOGUDARESE,limba,1419,tongue:1,b
1420,tongue,SICILIAN_UnnamedInSource,liNa,1420,tongue:1,b
1400,tongue,NEAPOLITAN_CALABRESE,lengw3,1400,tongue:1,b
1411,tongue,ROMANIAN_2,limb3,1411,tongue:1,b
1399,tongue,LOMBARD_PLESIO,lengwa,1399,tongue:1,b
1424,tongue,VLACH,limba,1424,tongue:1,b
1397,tongue,LIGURIAN_STELLA,lENgwa,1397,tongue:1,b
1376,tongue,ARAGONESE,lueNga,1376,tongue:1,b
1377,tongue,ARPITAN,lEwa,1377,tongue:1,b
1379,tongue,BALEAR_CATALAN,Leg3,1379,tongue:1,b
1380,tongue,CATALAN,LeNg3,1380,tongue:1,b
1381,tongue,CATALAN_2,Leg3,1381,tongue:1,b
1382,tongue,CORSICAN,liNgua,1382,tongue:1,b
1383,tongue,DALMATIAN,laNga,1383,tongue:1,b
1398,tongue,LOMBARD_BERGAMO,lEngwa,1398,tongue:1,b
1385,tongue,EMILIANO_FERRARESE,lENgwa,1385,tongue:1,b
1386,tongue,EMILIANO_REGGIANO,lENgwa,1386,tongue:1,b
1384,tongue,EMILIANO_CARPIGIANO,lENgva,1384,tongue:1,b
1388,tongue,FRIULIAN,leNgE,1388,tongue:1,b
1389,tongue,GALICIAN,liNga,1389,tongue:1,b
1390,tongue,GASCON,leNo,1390,tongue:1,b
1391,tongue,ITALIAN,liNgwa,1391,tongue:1,b
1392,tongue,ITALIAN_GROSSETO_TUSCAN,lingwa,1392,tongue:1,b
1393,tongue,JUDEO_ESPAGNOL,lingua,1393,tongue:1,b
1394,tongue,LANGUEDOCIEN,leNo,1394,tongue:1,b
1395,tongue,LIGURIAN_GENOESE,liNgwa,1395,tongue:1,b
1396,tongue,LIGURIAN_RAPALLO,liNgwa,1396,tongue:1,b
1387,tongue,FRENCH,lag,1387,tongue:1,b
1423,tongue,VALENCIAN,Lega,1423,tongue:1,b
1378,tongue,ASTURIAN,paladar,1378,tongue:2,c
1269,tooth,ALBANIAN_GHEG,dhamb,1269,tooth:0,a
1270,tooth,ALBANIAN,8Emb,1270,tooth:0,a
1271,tooth,ALBANIAN_TOSK,83mb,1271,tooth:0,a
1294,tooth,LOMBARD_BERGAMO,det,1294,tooth:1,b
1313,tooth,SARDINIAN,dente,1313,tooth:1,b
1317,tooth,SPANISH,diente,1317,tooth:1,b
1309,tooth,ROMANSH_GRISHUN,dEnt,1309,tooth:1,b
1318,tooth,TURIA_AROMANIAN,dini,1318,tooth:1,b
1319,tooth,VALENCIAN,dent,1319,tooth:1,b
1320,tooth,VLACH,dinti,1320,tooth:1,b
1292,tooth,LIGURIAN_RAPALLO,dEnte,1292,tooth:1,b
1291,tooth,LIGURIAN_GENOESE,dente,1291,tooth:1,b
1290,tooth,LANGUEDOCIEN,den,1290,tooth:1,b
1289,tooth,JUDEO_ESPAGNOL,dyente,1289,tooth:1,b
1288,tooth,ITALIAN_GROSSETO_TUSCAN,dEnte,1288,tooth:1,b
1316,tooth,SICILIAN_UnnamedInSource,denti,1316,tooth:1,b
1287,tooth,ITALIAN,dante,1287,tooth:1,b
1285,tooth,GALICIAN,dEnte,1285,tooth:1,b
1284,tooth,FRIULIAN,dint,1284,tooth:1,b
1282,tooth,EMILIANO_REGGIANO,dEynt,1282,tooth:1,b
1281,tooth,EMILIANO_FERRARESE,dent,1281,tooth:1,b
1280,tooth,EMILIANO_CARPIGIANO,dEynt,1280,tooth:1,b
1279,tooth,DALMATIAN,diant,1279,tooth:1,b
1278,tooth,CORSICAN,dEnti,1278,tooth:1,b
1277,tooth,CATALAN_2,den,1277,tooth:1,b
1314,tooth,SARDINIAN_CAMPIDANESE,dEnti,1314,tooth:1,b
1310,tooth,ROMANSH_SURMIRAN,daynt,1310,tooth:1,b
1286,tooth,GASCON,den,1286,tooth:1,b
1315,tooth,SARDINIAN_LOGUDARESE,dente,1315,tooth:1,b
1293,tooth,LIGURIAN_STELLA,dENCu,1293,tooth:1,b
1312,tooth,ROMANSH_VALLADER,daynt,1312,tooth:1,b
1300,tooth,PIEMONTESE_BARBANIA,deNt,1300,tooth:1,b
1301,tooth,PIEMONTESE_CARMAGNOLA,deNt,1301,tooth:1,b
1302,tooth,PIEMONTESE_LANZO_TORINESE,deNt,1302,tooth:1,b
1311,tooth,ROMANSH_SURSILVAN,dEnt,1311,tooth:1,b
1303,tooth,PIEMONTESE_VERCELLESE,deNC,1303,tooth:1,b
1304,tooth,PORTUGUESE,det3,1304,tooth:1,b
1305,tooth,ROMAGNOL_RAVENNATE,dent,1305,tooth:1,b
1306,tooth,ROMANIAN,dinte,1306,tooth:1,b
1299,tooth,OCCITAN_ARANESE,den,1299,tooth:1,b
1307,tooth,ROMANIAN_2,dinte,1307,tooth:1,b
1272,tooth,ARAGONESE,dien,1272,tooth:1,b
1274,tooth,ASTURIAN,diente,1274,tooth:1,b
1275,tooth,BALEAR_CATALAN,dent,1275,tooth:1,b
1276,tooth,CATALAN,den,1276,tooth:1,b
1297,tooth,NONES,dEn,1297,tooth:1,b
1296,tooth,NEAPOLITAN_CALABRESE,dEnte,1296,tooth:1,b
1295,tooth,LOMBARD_PLESIO,denC,1295,tooth:1,b
1308,tooth,ROMANIAN_MEGLENO,dinti,1308,tooth:1,b
1298,tooth,NONES_GARDENESE,d3nt,1298,tooth:1,b
1273,tooth,ARPITAN,dE,1273,tooth:2,c
1283,tooth,FRENCH,da,1283,tooth:3,d
751,tree,ALBANIAN,dru,751,tree:0,a
750,tree,ALBANIAN_GHEG,dru,750,tree:0,a
752,tree,ALBANIAN_TOSK,pEm3,752,tree:1,b
800,tree,VLACH,arbor,800,tree:2,c
799,tree,VALENCIAN,arbre,799,tree:2,c
798,tree,SPANISH,arbol,798,tree:2,c
797,tree,SICILIAN_UnnamedInSource,arbulu,797,tree:2,c
796,tree,SARDINIAN_LOGUDARESE,arvure,796,tree:2,c
794,tree,SARDINIAN,arvure,794,tree:2,c
789,tree,ROMANIAN_MEGLENO,arbur,789,tree:2,c
778,tree,NONES,arbol,778,tree:2,c
771,tree,LANGUEDOCIEN,arbre,771,tree:2,c
770,tree,JUDEO_ESPAGNOL,arvole,770,tree:2,c
788,tree,ROMANIAN_2,arbore,788,tree:2,c
772,tree,LIGURIAN_GENOESE,erbu,772,tree:2,c
773,tree,LIGURIAN_RAPALLO,Erbu,773,tree:2,c
774,tree,LIGURIAN_STELLA,Erbu,774,tree:2,c
765,tree,FRIULIAN,arbul,765,tree:2,c
764,tree,FRENCH,arbr3,764,tree:2,c
762,tree,EMILIANO_FERRARESE,arbul,762,tree:2,c
760,tree,DALMATIAN,yarbur,760,tree:2,c
780,tree,OCCITAN_ARANESE,arbe,780,tree:2,c
781,tree,PIEMONTESE_BARBANIA,Erbu,781,tree:2,c
782,tree,PIEMONTESE_CARMAGNOLA,Erbu,782,tree:2,c
759,tree,CORSICAN,arburu,759,tree:2,c
785,tree,PORTUGUESE,Ervur3,785,tree:2,c
755,tree,ASTURIAN,arbol,755,tree:2,c
753,tree,ARAGONESE,arbol,753,tree:2,c
766,tree,GALICIAN,arbore,766,tree:2,c
767,tree,GASCON,arbe,767,tree:2,c
757,tree,CATALAN,abr3,757,tree:3,d
756,tree,BALEAR_CATALAN,abr3,756,tree:3,d
754,tree,ARPITAN,abro,754,tree:3,d
758,tree,CATALAN_2,abr3,758,tree:3,d
777,tree,NEAPOLITAN_CALABRESE,ab3r3,777,tree:3,d
763,tree,EMILIANO_REGGIANO,Elber,763,tree:4,e
761,tree,EMILIANO_CARPIGIANO,elber,761,tree:4,e
786,tree,ROMAGNOL_RAVENNATE,e3lbar,786,tree:4,e
768,tree,ITALIAN,albero,768,tree:4,e
769,tree,ITALIAN_GROSSETO_TUSCAN,pyanta,769,tree:5,f
775,tree,LOMBARD_BERGAMO,pyanta,775,tree:5,f
776,tree,LOMBARD_PLESIO,pyanta,776,tree:5,f
783,tree,PIEMONTESE_LANZO_TORINESE,pyaNta,783,tree:5,f
