,concept,language,word,ID,cc
1935,blood,DALMATIAN,suoNg,1935,blood:0
1936,blood,EMILIANO_CARPIGIANO,saNgev,1936,blood:0
1927,blood,SANSKRIT,rudir3m,1927,blood:0
1928,blood,ARAGONESE,saNgre,1928,blood:0
1929,blood,ARPITAN,so,1929,blood:0
1972,blood,SARDINIAN_LOGUDARESE,sambene,1972,blood:0
1931,blood,BALEAR_CATALAN,saN,1931,blood:0
1932,blood,CATALAN,saN,1932,blood:0
1933,blood,CATALAN_2,saN,1933,blood:0
1934,blood,CORSICAN,saNgwi,1934,blood:0
1930,blood,ASTURIAN,saNgre,1930,blood:0
363,bone,ROMANIAN,os,363,bone:0
372,bone,SARDINIAN_LOGUDARESE,osu,372,bone:0
373,bone,SICILIAN_UnnamedInSource,osu,373,bone:0
374,bone,SPANISH,weso,374,bone:0
375,bone,TURIA_AROMANIAN,os,375,bone:0
376,bone,VALENCIAN,os,376,bone:0
369,bone,ROMANSH_VALLADER,os,369,bone:0
367,bone,ROMANSH_SURMIRAN,os,367,bone:0
366,bone,ROMANSH_GRISHUN,os,366,bone:0
364,bone,ROMANIAN_2,os,364,bone:0
356,bone,OCCITAN_ARANESE,os,356,bone:0
360,bone,PIEMONTESE_VERCELLESE,os,360,bone:0
359,bone,PIEMONTESE_LANZO_TORINESE,os,359,bone:0
358,bone,PIEMONTESE_CARMAGNOLA,os,358,bone:0
357,bone,PIEMONTESE_BARBANIA,os,357,bone:0
352,bone,NEAPOLITAN_CALABRESE,wos3,352,bone:0
355,bone,NONES_GARDENESE,os,355,bone:0
354,bone,NONES_FASSANO,os,354,bone:0
353,bone,NONES,os,353,bone:0
362,bone,ROMAGNOL_RAVENNATE,os,362,bone:0
371,bone,SARDINIAN_CAMPIDANESE,osu,371,bone:0
361,bone,PORTUGUESE,osu,361,bone:0
351,bone,LOMBARD_PLESIO,os,351,bone:0
365,bone,ROMANIAN_MEGLENO,wos,365,bone:0
349,bone,LIGURIAN_STELLA,osu,349,bone:0
348,bone,LIGURIAN_RAPALLO,osu,348,bone:0
347,bone,LIGURIAN_GENOESE,Esu,347,bone:0
346,bone,LANGUEDOCIEN,os,346,bone:0
345,bone,JUDEO_ESPAGNOL,gueso,345,bone:0
344,bone,ITALIAN_GROSSETO_TUSCAN,oso,344,bone:0
343,bone,ITALIAN,osso,343,bone:0
342,bone,GASCON,os,342,bone:0
341,bone,GALICIAN,oso,341,bone:0
340,bone,FRIULIAN,ves,340,bone:0
339,bone,FRENCH,os,339,bone:0
338,bone,EMILIANO_REGGIANO,os,338,bone:0
337,bone,EMILIANO_FERRARESE,os,337,bone:0
350,bone,LOMBARD_BERGAMO,os,350,bone:0
336,bone,EMILIANO_CARPIGIANO,os,336,bone:0
335,bone,DALMATIAN,vuas,335,bone:0
334,bone,CORSICAN,osu,334,bone:0
333,bone,CATALAN_2,os,333,bone:0
332,bone,CATALAN,os,332,bone:0
331,bone,BALEAR_CATALAN,os,331,bone:0
330,bone,ASTURIAN,uesu,330,bone:0
329,bone,ARAGONESE,geso,329,bone:0
370,bone,SARDINIAN,osu,370,bone:0
328,bone,SANSKRIT,3sti,328,bone:1
368,bone,ROMANSH_SURSILVAN,ies,368,bone:1
89,breast,SANSKRIT,st3n3h,89,breast:0
97,breast,EMILIANO_REGGIANO,stom3g,97,breast:0
118,breast,PIEMONTESE_VERCELLESE,stomik,118,breast:0
110,breast,LOMBARD_PLESIO,StumEk,110,breast:0
109,breast,LOMBARD_BERGAMO,stomEk,109,breast:0
116,breast,PIEMONTESE_CARMAGNOLA,stomi,116,breast:0
111,breast,NEAPOLITAN_CALABRESE,pyetE,111,breast:1
102,breast,ITALIAN,pEtto,102,breast:1
103,breast,ITALIAN_GROSSETO_TUSCAN,pEto,103,breast:1
104,breast,JUDEO_ESPAGNOL,peCo,104,breast:1
106,breast,LIGURIAN_GENOESE,petu,106,breast:1
99,breast,FRIULIAN,pet,99,breast:1
108,breast,LIGURIAN_STELLA,pEtu,108,breast:1
96,breast,EMILIANO_FERRARESE,pEt,96,breast:1
113,breast,NONES_FASSANO,pyet,113,breast:1
134,breast,VLACH,keptu,134,breast:1
114,breast,NONES_GARDENESE,pyet,114,breast:1
98,breast,FRENCH,patrin,98,breast:1
115,breast,PIEMONTESE_BARBANIA,pEt,115,breast:1
117,breast,PIEMONTESE_LANZO_TORINESE,pEt,117,breast:1
100,breast,GALICIAN,pEito,100,breast:1
120,breast,ROMAGNOL_RAVENNATE,pE3t,120,breast:1
125,breast,ROMANSH_SURMIRAN,pET,125,breast:1
132,breast,SPANISH,peCo,132,breast:1
121,breast,ROMANIAN,pept,121,breast:1
123,breast,ROMANIAN_MEGLENO,Ciept,123,breast:1
124,breast,ROMANSH_GRISHUN,pET,124,breast:1
126,breast,ROMANSH_SURSILVAN,pEc,126,breast:1
94,breast,DALMATIAN,piat,94,breast:1
128,breast,SARDINIAN,petus,128,breast:1
95,breast,EMILIANO_CARPIGIANO,pEt,95,breast:1
127,breast,ROMANSH_VALLADER,pet,127,breast:1
92,breast,CATALAN,pit,92,breast:1
91,breast,ASTURIAN,peCu,91,breast:1
90,breast,ARAGONESE,peito,90,breast:1
129,breast,SARDINIAN_CAMPIDANESE,pitura,129,breast:1
130,breast,SARDINIAN_LOGUDARESE,petora,130,breast:1
131,breast,SICILIAN_UnnamedInSource,petu,131,breast:1
93,breast,CORSICAN,petu,93,breast:1
101,breast,GASCON,pupo,101,breast:2
105,breast,LANGUEDOCIEN,pupo,105,breast:2
107,breast,LIGURIAN_RAPALLO,kaSeta,107,breast:3
112,breast,NONES,livEr,112,breast:4
119,breast,PORTUGUESE,saiuS,119,breast:5
122,breast,ROMANIAN_2,s3n,122,breast:6
133,breast,TURIA_AROMANIAN,caca,133,breast:7
136,come,ARAGONESE,benir,136,come:0
151,come,ITALIAN_GROSSETO_TUSCAN,venire,151,come:0
139,come,CATALAN,b3ni,139,come:0
171,come,ROMANIAN_2,veny,171,come:0
170,come,ROMANIAN,ven,170,come:0
173,come,ROMANSH_GRISHUN,v35ir,173,come:0
149,come,GASCON,biene,149,come:0
142,come,DALMATIAN,venar,142,come:0
146,come,FRENCH,v3ni,146,come:0
147,come,FRIULIAN,vi5ei,147,come:0
182,come,VLACH,gini,182,come:0
172,come,ROMANIAN_MEGLENO,vin,172,come:0
180,come,SICILIAN_UnnamedInSource,veniri,180,come:0
181,come,SPANISH,veni,181,come:0
178,come,SARDINIAN_CAMPIDANESE,bEni,178,come:0
177,come,SARDINIAN,benere,177,come:0
175,come,ROMANSH_SURSILVAN,ve5ir,175,come:0
169,come,ROMAGNOL_RAVENNATE,vni,169,come:0
152,come,JUDEO_ESPAGNOL,venir,152,come:0
153,come,LANGUEDOCIEN,bEni,153,come:0
179,come,SARDINIAN_LOGUDARESE,benere,179,come:0
155,come,LIGURIAN_RAPALLO,ve5i,155,come:0
150,come,ITALIAN,vEn,150,come:0
137,come,ARPITAN,v35i,137,come:0
138,come,ASTURIAN,venir,138,come:0
141,come,CORSICAN,vEn,141,come:0
154,come,LIGURIAN_GENOESE,ve5i,154,come:0
140,come,CATALAN_2,b3ni,140,come:0
148,come,GALICIAN,bir,148,come:0
168,come,PORTUGUESE,vir,168,come:0
166,come,PIEMONTESE_LANZO_TORINESE,vni,166,come:0
164,come,PIEMONTESE_BARBANIA,vni,164,come:0
163,come,OCCITAN_ARANESE,bie,163,come:0
161,come,NONES_FASSANO,ve5ir,161,come:0
160,come,NONES,vEnEr,160,come:0
159,come,NEAPOLITAN_CALABRESE,v3ni,159,come:0
158,come,LOMBARD_PLESIO,ve5i,158,come:0
157,come,LOMBARD_BERGAMO,E5,157,come:0
156,come,LIGURIAN_STELLA,ve5i,156,come:0
165,come,PIEMONTESE_CARMAGNOLA,vni,165,come:0
143,come,EMILIANO_CARPIGIANO,5ir,143,come:1
144,come,EMILIANO_FERRARESE,5ir,144,come:1
174,come,ROMANSH_SURMIRAN,nEkr,174,come:1
167,come,PIEMONTESE_VERCELLESE,5i,167,come:1
176,come,ROMANSH_VALLADER,5ir,176,come:1
145,come,EMILIANO_REGGIANO,5ir,145,come:1
135,come,SANSKRIT,ag3m,135,come:2
162,come,NONES_GARDENESE,uni,162,come:2
1472,die,ASTURIAN,morrer,1472,die:0
1473,die,BALEAR_CATALAN,muri,1473,die:0
1474,die,CATALAN,muri,1474,die:0
1475,die,CATALAN_2,muri,1475,die:0
1516,die,SPANISH,mori,1516,die:0
1515,die,SICILIAN_UnnamedInSource,moriri,1515,die:0
1514,die,SARDINIAN_LOGUDARESE,morere,1514,die:0
1513,die,SARDINIAN_CAMPIDANESE,mori,1513,die:0
1512,die,SARDINIAN,morere,1512,die:0
1511,die,ROMANSH_VALLADER,murir,1511,die:0
1508,die,ROMANSH_GRISHUN,murir,1508,die:0
1509,die,ROMANSH_SURMIRAN,murEkr,1509,die:0
1507,die,ROMANIAN_MEGLENO,mor,1507,die:0
1505,die,ROMANIAN,mur,1505,die:0
1504,die,ROMAGNOL_RAVENNATE,muri,1504,die:0
1503,die,PORTUGUESE,mur,1503,die:0
1517,die,VALENCIAN,morir,1517,die:0
1518,die,VLACH,moru,1518,die:0
1476,die,CORSICAN,mor,1476,die:0
1477,die,DALMATIAN,morar,1477,die:0
1471,die,ARPITAN,mori,1471,die:0
1510,die,ROMANSH_SURSILVAN,murir,1510,die:0
1470,die,ARAGONESE,morir,1470,die:0
1483,die,GALICIAN,morer,1483,die:0
1501,die,PIEMONTESE_LANZO_TORINESE,moyre,1501,die:0
1469,die,SANSKRIT,mi,1469,die:0
1498,die,OCCITAN_ARANESE,muri,1498,die:0
1497,die,NONES_GARDENESE,muri,1497,die:0
1496,die,NONES_FASSANO,mori,1496,die:0
1495,die,NONES,morir,1495,die:0
1494,die,NEAPOLITAN_CALABRESE,muri,1494,die:0
1493,die,LOMBARD_PLESIO,muri,1493,die:0
1492,die,LOMBARD_BERGAMO,mor,1492,die:0
1491,die,LIGURIAN_STELLA,mii,1491,die:0
1499,die,PIEMONTESE_BARBANIA,moyre,1499,die:0
1490,die,LIGURIAN_RAPALLO,mui,1490,die:0
1487,die,JUDEO_ESPAGNOL,murir,1487,die:0
1486,die,ITALIAN_GROSSETO_TUSCAN,morire,1486,die:0
1485,die,ITALIAN,mor,1485,die:0
1502,die,PIEMONTESE_VERCELLESE,mori,1502,die:0
1482,die,FRIULIAN,murei,1482,die:0
1481,die,FRENCH,muri,1481,die:0
1480,die,EMILIANO_REGGIANO,murir,1480,die:0
1478,die,EMILIANO_CARPIGIANO,murir,1478,die:0
1489,die,LIGURIAN_GENOESE,mui,1489,die:0
1500,die,PIEMONTESE_CARMAGNOLA,moyre,1500,die:0
1479,die,EMILIANO_FERRARESE,murir,1479,die:0
1488,die,LANGUEDOCIEN,kreba,1488,die:1
1484,die,GASCON,kreba,1484,die:1
1506,die,ROMANIAN_2,deceda,1506,die:2
673,dog,ARPITAN,Si,673,dog:0
671,dog,SANSKRIT,Sva,671,dog:0
683,dog,FRENCH,Sia,683,dog:0
702,dog,PIEMONTESE_CARMAGNOLA,kaN,702,dog:1
717,dog,SICILIAN_UnnamedInSource,kani,717,dog:1
672,dog,ARAGONESE,kan,672,dog:1
701,dog,PIEMONTESE_BARBANIA,kaN,701,dog:1
716,dog,SARDINIAN_LOGUDARESE,kane,716,dog:1
715,dog,SARDINIAN_CAMPIDANESE,kai,715,dog:1
714,dog,SARDINIAN,kane,714,dog:1
713,dog,ROMANSH_VALLADER,San,713,dog:1
710,dog,ROMANSH_GRISHUN,Tawn,710,dog:1
692,dog,LIGURIAN_RAPALLO,kaN,692,dog:1
712,dog,ROMANSH_SURSILVAN,Caun,712,dog:1
703,dog,PIEMONTESE_LANZO_TORINESE,kaN,703,dog:1
709,dog,ROMANIAN_MEGLENO,koyni,709,dog:1
704,dog,PIEMONTESE_VERCELLESE,kaN,704,dog:1
708,dog,ROMANIAN_2,kaine,708,dog:1
707,dog,ROMANIAN,k3ne,707,dog:1
706,dog,ROMAGNOL_RAVENNATE,kan,706,dog:1
711,dog,ROMANSH_SURMIRAN,TaN,711,dog:1
700,dog,OCCITAN_ARANESE,kaN,700,dog:1
705,dog,PORTUGUESE,kau,705,dog:1
686,dog,GASCON,ka,686,dog:1
675,dog,BALEAR_CATALAN,ka,675,dog:1
698,dog,NONES_FASSANO,Ta5,698,dog:1
697,dog,NONES,cain,697,dog:1
696,dog,NEAPOLITAN_CALABRESE,kan3,696,dog:1
695,dog,LOMBARD_PLESIO,kaN,695,dog:1
694,dog,LOMBARD_BERGAMO,ka,694,dog:1
680,dog,EMILIANO_CARPIGIANO,kaN,680,dog:1
691,dog,LIGURIAN_GENOESE,kaN,691,dog:1
693,dog,LIGURIAN_STELLA,kaN,693,dog:1
682,dog,EMILIANO_REGGIANO,kan,682,dog:1
681,dog,EMILIANO_FERRARESE,kan,681,dog:1
699,dog,NONES_GARDENESE,Ta5,699,dog:1
684,dog,FRIULIAN,CaN,684,dog:1
685,dog,GALICIAN,kan,685,dog:1
690,dog,LANGUEDOCIEN,ka,690,dog:1
688,dog,ITALIAN_GROSSETO_TUSCAN,kane,688,dog:1
687,dog,ITALIAN,kane,687,dog:1
679,dog,DALMATIAN,kuoN,679,dog:1
674,dog,ASTURIAN,perru,674,dog:2
718,dog,SPANISH,pero,718,dog:2
689,dog,JUDEO_ESPAGNOL,perro,689,dog:2
719,dog,VALENCIAN,gos,719,dog:3
677,dog,CATALAN_2,gos,677,dog:3
676,dog,CATALAN,gos,676,dog:3
678,dog,CORSICAN,Takaru,678,dog:4
1382,drink,FRIULIAN,bevi,1382,drink:0
1403,drink,PORTUGUESE,b3b,1403,drink:0
1402,drink,PIEMONTESE_VERCELLESE,bevi,1402,drink:0
1401,drink,PIEMONTESE_LANZO_TORINESE,bEyve,1401,drink:0
1400,drink,PIEMONTESE_CARMAGNOLA,bEyve,1400,drink:0
1399,drink,PIEMONTESE_BARBANIA,bEyve,1399,drink:0
1398,drink,OCCITAN_ARANESE,bEbe,1398,drink:0
1385,drink,ITALIAN,bere,1385,drink:0
1396,drink,NONES_FASSANO,beyver,1396,drink:0
1394,drink,NEAPOLITAN_CALABRESE,vEb3r3,1394,drink:0
1397,drink,NONES_GARDENESE,bev3r,1397,drink:0
1390,drink,LIGURIAN_RAPALLO,bEye,1390,drink:0
1389,drink,LIGURIAN_GENOESE,bEyve,1389,drink:0
1383,drink,GALICIAN,beber,1383,drink:0
1384,drink,GASCON,beore,1384,drink:0
1388,drink,LANGUEDOCIEN,bewre,1388,drink:0
1387,drink,JUDEO_ESPAGNOL,bever,1387,drink:0
1391,drink,LIGURIAN_STELLA,bEyve,1391,drink:0
1378,drink,EMILIANO_CARPIGIANO,bEvEr,1378,drink:0
1411,drink,ROMANSH_VALLADER,bayv3r,1411,drink:0
1408,drink,ROMANSH_GRISHUN,bayv3r,1408,drink:0
1374,drink,CATALAN,bEur3,1374,drink:0
1373,drink,BALEAR_CATALAN,bEur3,1373,drink:0
1372,drink,ASTURIAN,beber,1372,drink:0
1380,drink,EMILIANO_REGGIANO,bEvEr,1380,drink:0
1375,drink,CATALAN_2,bEur3,1375,drink:0
1377,drink,DALMATIAN,bar,1377,drink:0
1376,drink,CORSICAN,biy,1376,drink:0
1414,drink,SARDINIAN_LOGUDARESE,bufare,1414,drink:0
1370,drink,ARAGONESE,beber,1370,drink:0
1410,drink,ROMANSH_SURSILVAN,beibEr,1410,drink:0
1412,drink,SARDINIAN,biere,1412,drink:0
1413,drink,SARDINIAN_CAMPIDANESE,bufay,1413,drink:0
1415,drink,SICILIAN_UnnamedInSource,biviri,1415,drink:0
1416,drink,SPANISH,bebe,1416,drink:0
1417,drink,VALENCIAN,bEure,1417,drink:0
1379,drink,EMILIANO_FERRARESE,bEar,1379,drink:0
1409,drink,ROMANSH_SURMIRAN,bev3r,1409,drink:0
1392,drink,LOMBARD_BERGAMO,bif,1392,drink:1
1406,drink,ROMANIAN_2,bea,1406,drink:1
1407,drink,ROMANIAN_MEGLENO,beaw,1407,drink:1
1381,drink,FRENCH,ba,1381,drink:1
1404,drink,ROMAGNOL_RAVENNATE,be,1404,drink:1
1418,drink,VLACH,abea,1418,drink:1
1371,drink,ARPITAN,bEa,1371,drink:1
1386,drink,ITALIAN_GROSSETO_TUSCAN,bE,1386,drink:1
1405,drink,ROMANIAN,bea,1405,drink:1
1393,drink,LOMBARD_PLESIO,bef,1393,drink:1
1395,drink,NONES,triNar,1395,drink:2
1369,drink,SANSKRIT,pa,1369,drink:2
1527,ear,DALMATIAN,rakla,1527,ear:0
1522,ear,ASTURIAN,oreya,1522,ear:0
1523,ear,BALEAR_CATALAN,orEL3,1523,ear:0
1524,ear,CATALAN,urEL3,1524,ear:0
1525,ear,CATALAN_2,urEL3,1525,ear:0
1526,ear,CORSICAN,arETa,1526,ear:0
1528,ear,EMILIANO_CARPIGIANO,urECa,1528,ear:0
1544,ear,NEAPOLITAN_CALABRESE,reky3,1544,ear:0
1529,ear,EMILIANO_FERRARESE,urECa,1529,ear:0
1532,ear,FRIULIAN,oreli,1532,ear:0
1533,ear,GALICIAN,orELa,1533,ear:0
1534,ear,GASCON,aureyo,1534,ear:0
1536,ear,ITALIAN_GROSSETO_TUSCAN,orekyo,1536,ear:0
1537,ear,JUDEO_ESPAGNOL,orexa,1537,ear:0
1538,ear,LANGUEDOCIEN,awreLo,1538,ear:0
1539,ear,LIGURIAN_GENOESE,wEja,1539,ear:0
1540,ear,LIGURIAN_RAPALLO,aweje,1540,ear:0
1541,ear,LIGURIAN_STELLA,weja,1541,ear:0
1542,ear,LOMBARD_BERGAMO,orEja,1542,ear:0
1531,ear,FRENCH,ore,1531,ear:0
1530,ear,EMILIANO_REGGIANO,urECa,1530,ear:0
1553,ear,PORTUGUESE,oraLa,1553,ear:0
1554,ear,ROMAGNOL_RAVENNATE,urECa,1554,ear:0
1521,ear,ARPITAN,or3L3,1521,ear:0
1520,ear,ARAGONESE,oreLa,1520,ear:0
1519,ear,SANSKRIT,k3rN3h,1519,ear:0
1543,ear,LOMBARD_PLESIO,urEja,1543,ear:0
1547,ear,NONES_GARDENESE,ur3dla,1547,ear:0
1549,ear,PIEMONTESE_BARBANIA,uriya,1549,ear:0
1569,ear,VLACH,uriacli,1569,ear:0
1568,ear,VALENCIAN,orELa,1568,ear:0
1564,ear,SARDINIAN_LOGUDARESE,orikra,1564,ear:0
1567,ear,TURIA_AROMANIAN,ureakLi,1567,ear:0
1566,ear,SPANISH,oreha,1566,ear:0
1565,ear,SICILIAN_UnnamedInSource,orikia,1565,ear:0
1548,ear,OCCITAN_ARANESE,aureLo,1548,ear:0
1550,ear,PIEMONTESE_CARMAGNOLA,uriya,1550,ear:0
1558,ear,ROMANSH_GRISHUN,ureL3,1558,ear:0
1563,ear,SARDINIAN_CAMPIDANESE,orixa,1563,ear:0
1561,ear,ROMANSH_VALLADER,uraL3,1561,ear:0
1552,ear,PIEMONTESE_VERCELLESE,uroZa,1552,ear:0
1560,ear,ROMANSH_SURSILVAN,ureL3,1560,ear:0
1559,ear,ROMANSH_SURMIRAN,urey3,1559,ear:0
1546,ear,NONES_FASSANO,ureya,1546,ear:0
1557,ear,ROMANIAN_MEGLENO,ureakL3,1557,ear:0
1556,ear,ROMANIAN_2,ureke,1556,ear:0
1555,ear,ROMANIAN,ureke,1555,ear:0
1551,ear,PIEMONTESE_LANZO_TORINESE,uriya,1551,ear:0
1545,ear,NONES,rekla,1545,ear:0
1535,ear,ITALIAN,orekkyo,1535,ear:0
1562,ear,SARDINIAN,uriga,1562,ear:0
1641,eye,LIGURIAN_GENOESE,Eju,1641,eye:0
1643,eye,LIGURIAN_STELLA,Eju,1643,eye:0
1624,eye,ASTURIAN,ueyu,1624,eye:0
1642,eye,LIGURIAN_RAPALLO,Eju,1642,eye:0
1622,eye,ARAGONESE,geLo,1622,eye:0
1623,eye,ARPITAN,yi,1623,eye:1
1653,eye,PIEMONTESE_LANZO_TORINESE,oy,1653,eye:2
1651,eye,PIEMONTESE_BARBANIA,oy,1651,eye:2
1652,eye,PIEMONTESE_CARMAGNOLA,oy,1652,eye:2
1663,eye,ROMANSH_VALLADER,oL,1663,eye:2
1654,eye,PIEMONTESE_VERCELLESE,oC,1654,eye:2
1644,eye,LOMBARD_BERGAMO,oC,1644,eye:2
1655,eye,PORTUGUESE,oLu,1655,eye:2
1656,eye,ROMAGNOL_RAVENNATE,oC,1656,eye:2
1657,eye,ROMANIAN,ok,1657,eye:2
1625,eye,BALEAR_CATALAN,uL,1625,eye:2
1645,eye,LOMBARD_PLESIO,oC,1645,eye:2
1632,eye,EMILIANO_REGGIANO,oC,1632,eye:2
1631,eye,EMILIANO_FERRARESE,oC,1631,eye:2
1665,eye,SARDINIAN_CAMPIDANESE,oxu,1665,eye:2
1664,eye,SARDINIAN,ogu,1664,eye:2
1626,eye,CATALAN,uL,1626,eye:2
1627,eye,CATALAN_2,uL,1627,eye:2
1628,eye,CORSICAN,oTi,1628,eye:2
1630,eye,EMILIANO_CARPIGIANO,oC,1630,eye:2
1633,eye,FRENCH,3y,1633,eye:2
1635,eye,GALICIAN,oLo,1635,eye:2
1639,eye,JUDEO_ESPAGNOL,oxo,1639,eye:2
1670,eye,VALENCIAN,uL,1670,eye:2
1668,eye,SPANISH,oho,1668,eye:2
1659,eye,ROMANIAN_MEGLENO,wokLu,1659,eye:3
1646,eye,NEAPOLITAN_CALABRESE,woky3,1646,eye:3
1666,eye,SARDINIAN_LOGUDARESE,okru,1666,eye:3
1667,eye,SICILIAN_UnnamedInSource,okiu,1667,eye:3
1629,eye,DALMATIAN,vaklo,1629,eye:3
1658,eye,ROMANIAN_2,oky,1658,eye:3
1638,eye,ITALIAN_GROSSETO_TUSCAN,okyo,1638,eye:3
1637,eye,ITALIAN,okkyo,1637,eye:3
1634,eye,FRIULIAN,voli,1634,eye:3
1671,eye,VLACH,okklu,1671,eye:3
1669,eye,TURIA_AROMANIAN,okLu,1669,eye:3
1621,eye,SANSKRIT,netr3m,1621,eye:4
1661,eye,ROMANSH_SURMIRAN,iL,1661,eye:4
1647,eye,NONES,ocEl,1647,eye:4
1636,eye,GASCON,wey,1636,eye:4
1662,eye,ROMANSH_SURSILVAN,eL,1662,eye:4
1640,eye,LANGUEDOCIEN,ieL,1640,eye:4
1648,eye,NONES_FASSANO,eye,1648,eye:4
1650,eye,OCCITAN_ARANESE,ueL,1650,eye:4
1660,eye,ROMANSH_GRISHUN,eL,1660,eye:4
1649,eye,NONES_GARDENESE,wedl,1649,eye:4
607,fire,ROMAGNOL_RAVENNATE,fug,607,fire:0
615,fire,SARDINIAN,fogu,615,fire:0
614,fire,ROMANSH_VALLADER,fo,614,fire:0
613,fire,ROMANSH_SURSILVAN,fug,613,fire:0
612,fire,ROMANSH_SURMIRAN,fi,612,fire:0
611,fire,ROMANSH_GRISHUN,fyew,611,fire:0
