,concept,language,word,ID,cc
610,fire,ROMANIAN_MEGLENO,fok,610,fire:0
609,fire,ROMANIAN_2,fok,609,fire:0
608,fire,ROMANIAN,fok,608,fire:0
606,fire,PORTUGUESE,fogu,606,fire:0
616,fire,SARDINIAN_CAMPIDANESE,foxu,616,fire:0
604,fire,PIEMONTESE_LANZO_TORINESE,fo,604,fire:0
603,fire,PIEMONTESE_CARMAGNOLA,fo,603,fire:0
602,fire,PIEMONTESE_BARBANIA,fo,602,fire:0
600,fire,NONES_GARDENESE,fwek,600,fire:0
621,fire,VLACH,foku,621,fire:0
620,fire,VALENCIAN,fok,620,fire:0
591,fire,LANGUEDOCIEN,fiok,591,fire:0
592,fire,LIGURIAN_GENOESE,fEgu,592,fire:0
590,fire,JUDEO_ESPAGNOL,fuego,590,fire:0
605,fire,PIEMONTESE_VERCELLESE,fok,605,fire:0
617,fire,SARDINIAN_LOGUDARESE,fogu,617,fire:0
596,fire,LOMBARD_PLESIO,fok,596,fire:0
619,fire,SPANISH,fuego,619,fire:0
595,fire,LOMBARD_BERGAMO,fok,595,fire:0
594,fire,LIGURIAN_STELLA,fE,594,fire:0
593,fire,LIGURIAN_RAPALLO,fEgu,593,fire:0
574,fire,ARAGONESE,fuego,574,fire:0
575,fire,ASTURIAN,fueu,575,fire:0
576,fire,BALEAR_CATALAN,foT,576,fire:0
577,fire,CATALAN,fok,577,fire:0
618,fire,SICILIAN_UnnamedInSource,foku,618,fire:0
578,fire,CATALAN_2,fok,578,fire:0
580,fire,DALMATIAN,fuk,580,fire:0
581,fire,EMILIANO_CARPIGIANO,fog,581,fire:0
582,fire,EMILIANO_FERRARESE,fog,582,fire:0
583,fire,EMILIANO_REGGIANO,fog,583,fire:0
584,fire,FRENCH,fe,584,fire:0
585,fire,FRIULIAN,fouk,585,fire:0
588,fire,ITALIAN,fwoko,588,fire:0
589,fire,ITALIAN_GROSSETO_TUSCAN,foko,589,fire:0
579,fire,CORSICAN,fogu,579,fire:0
597,fire,NEAPOLITAN_CALABRESE,fok3,597,fire:0
598,fire,NONES,fec,598,fire:0
599,fire,NONES_FASSANO,fek,599,fire:0
586,fire,GALICIAN,lume,586,fire:1
601,fire,OCCITAN_ARANESE,uek,601,fire:2
573,fire,SANSKRIT,3gnih,573,fire:2
587,fire,GASCON,huek,587,fire:2
1065,fish,SICILIAN_UnnamedInSource,peSi,1065,fish:0
1064,fish,SARDINIAN_LOGUDARESE,piske,1064,fish:0
1063,fish,SARDINIAN_CAMPIDANESE,piSi,1063,fish:0
1062,fish,SARDINIAN,piSe,1062,fish:0
1061,fish,ROMANSH_VALLADER,peS,1061,fish:0
1019,fish,SANSKRIT,min3h,1019,fish:0
1060,fish,ROMANSH_SURSILVAN,pES,1060,fish:0
1059,fish,ROMANSH_SURMIRAN,peS,1059,fish:0
1058,fish,ROMANSH_GRISHUN,peS,1058,fish:0
1043,fish,LOMBARD_PLESIO,pEs,1043,fish:0
1057,fish,ROMANIAN_MEGLENO,peaSti,1057,fish:0
1055,fish,ROMANIAN,peSte,1055,fish:0
1054,fish,ROMAGNOL_RAVENNATE,pEs,1054,fish:0
1052,fish,PIEMONTESE_VERCELLESE,pos,1052,fish:0
1051,fish,PIEMONTESE_LANZO_TORINESE,pES,1051,fish:0
1050,fish,PIEMONTESE_CARMAGNOLA,pEs,1050,fish:0
1049,fish,PIEMONTESE_BARBANIA,p3s,1049,fish:0
1048,fish,OCCITAN_ARANESE,peiS,1048,fish:0
1047,fish,NONES_GARDENESE,p3S,1047,fish:0
1046,fish,NONES_FASSANO,peS,1046,fish:0
1045,fish,NONES,pes,1045,fish:0
1056,fish,ROMANIAN_2,peSte,1056,fish:0
1042,fish,LOMBARD_BERGAMO,pEs,1042,fish:0
1053,fish,PORTUGUESE,paiS3,1053,fish:0
1066,fish,SPANISH,peskado,1066,fish:0
1044,fish,NEAPOLITAN_CALABRESE,peS3,1044,fish:0
1021,fish,ARPITAN,p3so,1021,fish:0
1067,fish,VALENCIAN,peiS,1067,fish:0
1041,fish,LIGURIAN_STELLA,pESu,1041,fish:0
1040,fish,LIGURIAN_RAPALLO,pESu,1040,fish:0
1039,fish,LIGURIAN_GENOESE,peSu,1039,fish:0
1038,fish,LANGUEDOCIEN,peys,1038,fish:0
1037,fish,JUDEO_ESPAGNOL,peSkado,1037,fish:0
1036,fish,ITALIAN_GROSSETO_TUSCAN,peSe,1036,fish:0
1034,fish,GASCON,pES,1034,fish:0
1033,fish,GALICIAN,pEiSe,1033,fish:0
1031,fish,FRENCH,paso,1031,fish:0
1020,fish,ARAGONESE,peS,1020,fish:0
1035,fish,ITALIAN,peSe,1035,fish:0
1028,fish,EMILIANO_CARPIGIANO,pEs,1028,fish:0
1029,fish,EMILIANO_FERRARESE,pEs,1029,fish:0
1030,fish,EMILIANO_REGGIANO,pEs,1030,fish:0
1032,fish,FRIULIAN,pes,1032,fish:0
1022,fish,ASTURIAN,peSe,1022,fish:0
1023,fish,BALEAR_CATALAN,peiS,1023,fish:0
1068,fish,VLACH,pesku,1068,fish:0
1025,fish,CATALAN_2,peS,1025,fish:0
1026,fish,CORSICAN,pESu,1026,fish:0
1027,fish,DALMATIAN,pias,1027,fish:0
1024,fish,CATALAN,peS,1024,fish:0
450,full,NEAPOLITAN_CALABRESE,kin3,450,full:0
442,full,ITALIAN_GROSSETO_TUSCAN,pyEno,442,full:0
443,full,JUDEO_ESPAGNOL,yeno,443,full:0
444,full,LANGUEDOCIEN,ple,444,full:0
445,full,LIGURIAN_GENOESE,piN,445,full:0
446,full,LIGURIAN_RAPALLO,piN,446,full:0
447,full,LIGURIAN_STELLA,CEN,447,full:0
448,full,LOMBARD_BERGAMO,pye,448,full:0
449,full,LOMBARD_PLESIO,pyee,449,full:0
451,full,NONES,plen,451,full:0
463,full,ROMANIAN_MEGLENO,plin,463,full:0
453,full,NONES_GARDENESE,pl35,453,full:0
464,full,ROMANSH_GRISHUN,playn,464,full:0
426,full,SANSKRIT,purn3,426,full:0
462,full,ROMANIAN_2,plin,462,full:0
461,full,ROMANIAN,plin,461,full:0
460,full,ROMAGNOL_RAVENNATE,pin,460,full:0
458,full,PIEMONTESE_VERCELLESE,piN,458,full:0
457,full,PIEMONTESE_LANZO_TORINESE,pyEN,457,full:0
456,full,PIEMONTESE_CARMAGNOLA,pyEN,456,full:0
455,full,PIEMONTESE_BARBANIA,pyEN,455,full:0
452,full,NONES_FASSANO,pye5,452,full:0
472,full,SPANISH,yeno,472,full:0
454,full,OCCITAN_ARANESE,pleN,454,full:0
440,full,GASCON,ple,440,full:0
437,full,FRENCH,pl3,437,full:0
467,full,ROMANSH_VALLADER,playn,467,full:0
468,full,SARDINIAN,prenu,468,full:0
469,full,SARDINIAN_CAMPIDANESE,prenu,469,full:0
470,full,SARDINIAN_LOGUDARESE,prenu,470,full:0
471,full,SICILIAN_UnnamedInSource,Cinu,471,full:0
427,full,ARAGONESE,pleno,427,full:0
473,full,VALENCIAN,plE,473,full:0
474,full,VLACH,mplinu,474,full:0
439,full,GALICIAN,Ceo,439,full:0
466,full,ROMANSH_SURSILVAN,plein,466,full:0
438,full,FRIULIAN,plen,438,full:0
436,full,EMILIANO_REGGIANO,pin,436,full:0
435,full,EMILIANO_FERRARESE,pin,435,full:0
434,full,EMILIANO_CARPIGIANO,pin,434,full:0
433,full,DALMATIAN,plain,433,full:0
432,full,CATALAN_2,plE,432,full:0
431,full,CATALAN,plE,431,full:0
430,full,BALEAR_CATALAN,plE,430,full:0
429,full,ASTURIAN,Leno,429,full:0
428,full,ARPITAN,plE,428,full:0
441,full,ITALIAN,pyEno,441,full:0
465,full,ROMANSH_SURMIRAN,pla5,465,full:0
459,full,PORTUGUESE,Seyu,459,full:1
1905,hand,OCCITAN_ARANESE,maN,1905,hand:0
1911,hand,ROMAGNOL_RAVENNATE,man,1911,hand:0
1910,hand,PORTUGUESE,mau,1910,hand:0
1909,hand,PIEMONTESE_VERCELLESE,maN,1909,hand:0
1880,hand,BALEAR_CATALAN,ma,1880,hand:0
1881,hand,CATALAN,ma,1881,hand:0
1882,hand,CATALAN_2,ma,1882,hand:0
1883,hand,CORSICAN,mani,1883,hand:0
1884,hand,DALMATIAN,muoN,1884,hand:0
1885,hand,EMILIANO_CARPIGIANO,maN,1885,hand:0
1894,hand,JUDEO_ESPAGNOL,mano,1894,hand:0
1879,hand,ASTURIAN,mano,1879,hand:0
1895,hand,LANGUEDOCIEN,ma,1895,hand:0
1904,hand,NONES_GARDENESE,ma5,1904,hand:0
1897,hand,LIGURIAN_RAPALLO,maN,1897,hand:0
1903,hand,NONES_FASSANO,ma5,1903,hand:0
1898,hand,LIGURIAN_STELLA,maN,1898,hand:0
1899,hand,LOMBARD_BERGAMO,ma,1899,hand:0
1900,hand,LOMBARD_PLESIO,maN,1900,hand:0
1902,hand,NONES,man,1902,hand:0
1896,hand,LIGURIAN_GENOESE,maN,1896,hand:0
1907,hand,PIEMONTESE_CARMAGNOLA,maN,1907,hand:0
1906,hand,PIEMONTESE_BARBANIA,maN,1906,hand:0
1887,hand,EMILIANO_REGGIANO,man,1887,hand:0
1878,hand,ARPITAN,ma,1878,hand:0
1901,hand,NEAPOLITAN_CALABRESE,man3,1901,hand:0
1889,hand,FRIULIAN,man,1889,hand:0
1888,hand,FRENCH,ma,1888,hand:0
1921,hand,SARDINIAN_LOGUDARESE,manu,1921,hand:0
1926,hand,VLACH,mina,1926,hand:0
1925,hand,VALENCIAN,ma,1925,hand:0
1924,hand,TURIA_AROMANIAN,mana,1924,hand:0
1912,hand,ROMANIAN,m3n3,1912,hand:0
1914,hand,ROMANIAN_MEGLENO,mon3,1914,hand:0
1915,hand,ROMANSH_GRISHUN,mawn,1915,hand:0
1916,hand,ROMANSH_SURMIRAN,maN,1916,hand:0
1923,hand,SPANISH,mano,1923,hand:0
1918,hand,ROMANSH_VALLADER,man,1918,hand:0
1913,hand,ROMANIAN_2,m3n3,1913,hand:0
1920,hand,SARDINIAN_CAMPIDANESE,manu,1920,hand:0
1890,hand,GALICIAN,man,1890,hand:0
1919,hand,SARDINIAN,manu,1919,hand:0
1891,hand,GASCON,ma,1891,hand:0
1892,hand,ITALIAN,mano,1892,hand:0
1877,hand,ARAGONESE,man,1877,hand:0
1886,hand,EMILIANO_FERRARESE,mans,1886,hand:0
1893,hand,ITALIAN_GROSSETO_TUSCAN,mano,1893,hand:0
1908,hand,PIEMONTESE_LANZO_TORINESE,maN,1908,hand:0
1917,hand,ROMANSH_SURSILVAN,maun,1917,hand:0
1922,hand,SICILIAN_UnnamedInSource,manu,1922,hand:0
1876,hand,SANSKRIT,h3st3h,1876,hand:0
829,hear,EMILIANO_FERRARESE,sintir,829,hear:0
826,hear,CORSICAN,sEnt,826,hear:0
828,hear,EMILIANO_CARPIGIANO,siNtir,828,hear:0
827,hear,DALMATIAN,sentar,827,hear:0
825,hear,CATALAN_2,s3nti,825,hear:0
836,hear,ITALIAN_GROSSETO_TUSCAN,sentire,836,hear:0
823,hear,BALEAR_CATALAN,s3nti,823,hear:0
859,hear,ROMANSH_SURMIRAN,santkEr,859,hear:0
867,hear,VALENCIAN,sentir,867,hear:0
842,hear,LOMBARD_BERGAMO,sinti,842,hear:0
830,hear,EMILIANO_REGGIANO,sEynter,830,hear:0
824,hear,CATALAN,s3nti,824,hear:0
832,hear,FRIULIAN,sintei,832,hear:0
820,hear,ARAGONESE,sentir,820,hear:0
850,hear,PIEMONTESE_CARMAGNOLA,sENte,850,hear:0
841,hear,LIGURIAN_STELLA,seNti,841,hear:0
839,hear,LIGURIAN_GENOESE,seNti,839,hear:0
840,hear,LIGURIAN_RAPALLO,seNti,840,hear:0
854,hear,ROMAGNOL_RAVENNATE,sinti,854,hear:0
851,hear,PIEMONTESE_LANZO_TORINESE,sENte,851,hear:0
865,hear,SICILIAN_UnnamedInSource,sentiri,865,hear:0
846,hear,NONES_FASSANO,sentir,846,hear:0
845,hear,NONES,senir,845,hear:0
844,hear,NEAPOLITAN_CALABRESE,s3nti,844,hear:0
843,hear,LOMBARD_PLESIO,senti,843,hear:0
852,hear,PIEMONTESE_VERCELLESE,seNti,852,hear:0
849,hear,PIEMONTESE_BARBANIA,sENte,849,hear:0
821,hear,ARPITAN,ekota,821,hear:1
861,hear,ROMANSH_VALLADER,dudir,861,hear:2
822,hear,ASTURIAN,oyer,822,hear:2
866,hear,SPANISH,oir,866,hear:2
833,hear,GALICIAN,oir,833,hear:2
858,hear,ROMANSH_GRISHUN,udir,858,hear:2
837,hear,JUDEO_ESPAGNOL,oir,837,hear:2
860,hear,ROMANSH_SURSILVAN,udir,860,hear:2
831,hear,FRENCH,otadr,831,hear:3
838,hear,LANGUEDOCIEN,awzi,838,hear:4
834,hear,GASCON,auzi,834,hear:4
856,hear,ROMANIAN_2,auzy,856,hear:4
855,hear,ROMANIAN,auz,855,hear:4
847,hear,NONES_GARDENESE,awdi,847,hear:4
835,hear,ITALIAN,ud,835,hear:5
848,hear,OCCITAN_ARANESE,enene,848,hear:6
862,hear,SARDINIAN,intendere,862,hear:6
864,hear,SARDINIAN_LOGUDARESE,intendere,864,hear:6
863,hear,SARDINIAN_CAMPIDANESE,intEndi,863,hear:6
853,hear,PORTUGUESE,ov,853,hear:7
857,hear,ROMANIAN_MEGLENO,ut,857,hear:8
868,hear,VLACH,aseultu,868,hear:9
819,hear,SANSKRIT,Sru,819,hear:9
501,horn,NONES_FASSANO,korn,501,horn:0
481,horn,CORSICAN,kori,481,horn:0
482,horn,DALMATIAN,kuarN,482,horn:0
483,horn,EMILIANO_CARPIGIANO,koren,483,horn:0
492,horn,JUDEO_ESPAGNOL,kuerno,492,horn:0
484,horn,EMILIANO_FERRARESE,koran,484,horn:0
485,horn,EMILIANO_REGGIANO,koren,485,horn:0
486,horn,FRENCH,korn,486,horn:0
487,horn,FRIULIAN,kar,487,horn:0
489,horn,GASCON,korno,489,horn:0
490,horn,ITALIAN,korno,490,horn:0
491,horn,ITALIAN_GROSSETO_TUSCAN,korno,491,horn:0
493,horn,LANGUEDOCIEN,korno,493,horn:0
494,horn,LIGURIAN_GENOESE,kornu,494,horn:0
495,horn,LIGURIAN_RAPALLO,kornu,495,horn:0
496,horn,LIGURIAN_STELLA,kornu,496,horn:0
497,horn,LOMBARD_BERGAMO,koren,497,horn:0
498,horn,LOMBARD_PLESIO,kornu,498,horn:0
499,horn,NEAPOLITAN_CALABRESE,korn3,499,horn:0
500,horn,NONES,korn,500,horn:0
502,horn,NONES_GARDENESE,korn,502,horn:0
504,horn,PIEMONTESE_BARBANIA,korn,504,horn:0
520,horn,SICILIAN_UnnamedInSource,kornutu,520,horn:0
515,horn,ROMANSH_SURSILVAN,Ciern,515,horn:0
503,horn,OCCITAN_ARANESE,korno,503,horn:0
488,horn,GALICIAN,korno,488,horn:0
479,horn,CATALAN,korn,479,horn:0
505,horn,PIEMONTESE_CARMAGNOLA,korn,505,horn:0
506,horn,PIEMONTESE_LANZO_TORINESE,korn,506,horn:0
507,horn,PIEMONTESE_VERCELLESE,kornu,507,horn:0
509,horn,ROMAGNOL_RAVENNATE,ko3ran,509,horn:0
510,horn,ROMANIAN,korn,510,horn:0
512,horn,ROMANIAN_MEGLENO,korn,512,horn:0
511,horn,ROMANIAN_2,korn,511,horn:0
476,horn,ARAGONESE,kerno,476,horn:0
514,horn,ROMANSH_SURMIRAN,korn3,514,horn:0
516,horn,ROMANSH_VALLADER,korn3,516,horn:0
517,horn,SARDINIAN,koru,517,horn:0
518,horn,SARDINIAN_CAMPIDANESE,koru,518,horn:0
519,horn,SARDINIAN_LOGUDARESE,koru,519,horn:0
521,horn,SPANISH,kerno,521,horn:0
522,horn,TURIA_AROMANIAN,kornu,522,horn:0
477,horn,ASTURIAN,kuernu,477,horn:0
513,horn,ROMANSH_GRISHUN,korn3,513,horn:0
480,horn,CATALAN_2,ba53,480,horn:1
523,horn,VALENCIAN,ba5a,523,horn:1
478,horn,BALEAR_CATALAN,ba53,478,horn:1
475,horn,SANSKRIT,SiNg3m,475,horn:2
508,horn,PORTUGUESE,Sifr3,508,horn:2
1827,knee,ARPITAN,Z3nu,1827,knee:0
1833,knee,DALMATIAN,Zinuak,1833,knee:0
1834,knee,EMILIANO_CARPIGIANO,znoC,1834,knee:0
1835,knee,EMILIANO_FERRARESE,ZnoC,1835,knee:0
1836,knee,EMILIANO_REGGIANO,ZnoC,1836,knee:0
1837,knee,FRENCH,j3nu,1837,knee:0
1838,knee,FRIULIAN,zEnoli,1838,knee:0
1839,knee,GALICIAN,SeonLo,1839,knee:0
1829,knee,BALEAR_CATALAN,Z3noL,1829,knee:0
1840,knee,GASCON,Zuy,1840,knee:0
1842,knee,ITALIAN_GROSSETO_TUSCAN,Zinkyo,1842,knee:0
1844,knee,LANGUEDOCIEN,jenul,1844,knee:0
1845,knee,LIGURIAN_GENOESE,Zenuju,1845,knee:0
1825,knee,SANSKRIT,Tanu,1825,knee:0
1847,knee,LIGURIAN_STELLA,Zenuju,1847,knee:0
1848,knee,LOMBARD_BERGAMO,jonoC,1848,knee:0
1849,knee,LOMBARD_PLESIO,jinoC,1849,knee:0
1850,knee,NEAPOLITAN_CALABRESE,d3nuky3,1850,knee:0
1851,knee,NONES,zinocEl,1851,knee:0
1841,knee,ITALIAN,jinokkyo,1841,knee:0
1826,knee,ARAGONESE,CinoLo,1826,knee:0
1846,knee,LIGURIAN_RAPALLO,zenuju,1846,knee:0
1832,knee,CORSICAN,vinoTi,1832,knee:0
1831,knee,CATALAN_2,Z3noL,1831,knee:0
1852,knee,NONES_FASSANO,Z3neye,1852,knee:0
1853,knee,NONES_GARDENESE,Z3nodl,1853,knee:0
1856,knee,PIEMONTESE_CARMAGNOLA,Zinuy,1856,knee:0
1857,knee,PIEMONTESE_LANZO_TORINESE,Zinuy,1857,knee:0
1858,knee,PIEMONTESE_VERCELLESE,ZnoC,1858,knee:0
1859,knee,PORTUGUESE,ZuaLu,1859,knee:0
1860,knee,ROMAGNOL_RAVENNATE,ZnoC,1860,knee:0
1861,knee,ROMANIAN,jenuNk,1861,knee:0
1862,knee,ROMANIAN_2,jenuNky,1862,knee:0
1863,knee,ROMANIAN_MEGLENO,zinkLu,1863,knee:0
1864,knee,ROMANSH_GRISHUN,Z3neye,1864,knee:0
1865,knee,ROMANSH_SURMIRAN,g3nuL,1865,knee:0
1866,knee,ROMANSH_SURSILVAN,SanuL,1866,knee:0
1867,knee,ROMANSH_VALLADER,ZnwoL,1867,knee:0
1868,knee,SARDINIAN,enugu,1868,knee:0
1869,knee,SARDINIAN_CAMPIDANESE,jenuxu,1869,knee:0
1870,knee,SARDINIAN_LOGUDARESE,benukru,1870,knee:0
1871,knee,SICILIAN_UnnamedInSource,dinokiu,1871,knee:0
1873,knee,TURIA_AROMANIAN,cinukLu,1873,knee:0
1874,knee,VALENCIAN,CinoL,1874,knee:0
1875,knee,VLACH,cinuklu,1875,knee:0
1855,knee,PIEMONTESE_BARBANIA,Zinuy,1855,knee:0
1854,knee,OCCITAN_ARANESE,ZuL,1854,knee:0
1830,knee,CATALAN,j3noL,1830,knee:0
1843,knee,JUDEO_ESPAGNOL,rodiyas,1843,knee:1
1872,knee,SPANISH,rodiya,1872,knee:1
1828,knee,ASTURIAN,rodia,1828,knee:1
526,leaf,ARPITAN,foL3,526,leaf:0
527,leaf,ASTURIAN,fueya,527,leaf:0
529,leaf,CATALAN,fuL3,529,leaf:0
530,leaf,CATALAN_2,fuL3,530,leaf:0
531,leaf,CORSICAN,foLa,531,leaf:0
532,leaf,DALMATIAN,fuaLa,532,leaf:0
533,leaf,EMILIANO_CARPIGIANO,foya,533,leaf:0
534,leaf,EMILIANO_FERRARESE,foya,534,leaf:0
535,leaf,EMILIANO_REGGIANO,foya,535,leaf:0
537,leaf,FRIULIAN,feE,537,leaf:0
528,leaf,BALEAR_CATALAN,fuL3,528,leaf:0
539,leaf,GASCON,wueyo,539,leaf:0
538,leaf,GALICIAN,foLa,538,leaf:0
548,leaf,LOMBARD_PLESIO,foya,548,leaf:0
546,leaf,LIGURIAN_STELLA,fEya,546,leaf:0
544,leaf,LIGURIAN_GENOESE,foya,544,leaf:0
547,leaf,LOMBARD_BERGAMO,foya,547,leaf:0
543,leaf,LANGUEDOCIEN,fiElo,543,leaf:0
542,leaf,JUDEO_ESPAGNOL,oxa,542,leaf:0
541,leaf,ITALIAN_GROSSETO_TUSCAN,foLa,541,leaf:0
540,leaf,ITALIAN,foLa,540,leaf:0
550,leaf,NONES,foya,550,leaf:0
549,leaf,NEAPOLITAN_CALABRESE,foy3,549,leaf:0
545,leaf,LIGURIAN_RAPALLO,foya,545,leaf:0
551,leaf,NONES_FASSANO,foa,551,leaf:0
525,leaf,ARAGONESE,fueLa,525,leaf:0
554,leaf,PIEMONTESE_BARBANIA,foya,554,leaf:0
555,leaf,PIEMONTESE_CARMAGNOLA,foya,555,leaf:0
556,leaf,PIEMONTESE_LANZO_TORINESE,foya,556,leaf:0
557,leaf,PIEMONTESE_VERCELLESE,foya,557,leaf:0
558,leaf,PORTUGUESE,foLa,558,leaf:0
559,leaf,ROMAGNOL_RAVENNATE,foya,559,leaf:0
560,leaf,ROMANIAN,frunz3,560,leaf:0
561,leaf,ROMANIAN_2,foaie,561,leaf:0
562,leaf,ROMANIAN_MEGLENO,frunz3,562,leaf:0
536,leaf,FRENCH,f3y,536,leaf:0
553,leaf,OCCITAN_ARANESE,ueLo,553,leaf:0
563,leaf,ROMANSH_GRISHUN,feL,563,leaf:0
572,leaf,VALENCIAN,fuLa,572,leaf:0
571,leaf,SPANISH,oha,571,leaf:0
570,leaf,SICILIAN_UnnamedInSource,fogia,570,leaf:0
564,leaf,ROMANSH_SURMIRAN,fiL,564,leaf:0
568,leaf,SARDINIAN_CAMPIDANESE,fola,568,leaf:0
567,leaf,SARDINIAN,foza,567,leaf:0
566,leaf,ROMANSH_VALLADER,foL3,566,leaf:0
565,leaf,ROMANSH_SURSILVAN,fEL,565,leaf:0
569,leaf,SARDINIAN_LOGUDARESE,foZa,569,leaf:0
524,leaf,SANSKRIT,p3tr3m,524,leaf:1
552,leaf,NONES_GARDENESE,pleCa,552,leaf:1
57,liver,ITALIAN,fegato,57,liver:0
67,liver,NONES,fica,67,liver:0
77,liver,ROMANIAN_2,fikat,77,liver:0
49,liver,DALMATIAN,figuot,49,liver:0
83,liver,SARDINIAN,figadu,83,liver:0
85,liver,SARDINIAN_LOGUDARESE,fikadu,85,liver:0
48,liver,CORSICAN,fegatu,48,liver:0
87,liver,SPANISH,igado,87,liver:0
88,liver,TURIA_AROMANIAN,layikat,88,liver:0
75,liver,ROMAGNOL_RAVENNATE,fegat,75,liver:0
76,liver,ROMANIAN,fikat,76,liver:0
47,liver,CATALAN_2,fej3,47,liver:0
84,liver,SARDINIAN_CAMPIDANESE,figaw,84,liver:0
86,liver,SICILIAN_UnnamedInSource,fiCatu,86,liver:0
74,liver,PORTUGUESE,fixa8u,74,liver:0
46,liver,CATALAN,fej3,46,liver:0
44,liver,SANSKRIT,y3kit,44,liver:0
45,liver,ARAGONESE,figado,45,liver:0
63,liver,LIGURIAN_STELLA,fegatu,63,liver:0
62,liver,LIGURIAN_RAPALLO,figEtu,62,liver:0
61,liver,LIGURIAN_GENOESE,fegatu,61,liver:0
60,liver,LANGUEDOCIEN,feje,60,liver:0
59,liver,JUDEO_ESPAGNOL,igado,59,liver:0
66,liver,NEAPOLITAN_CALABRESE,fExat3,66,liver:0
51,liver,EMILIANO_FERRARESE,fEgat,51,liver:0
58,liver,ITALIAN_GROSSETO_TUSCAN,fegato,58,liver:0
53,liver,FRENCH,fa,53,liver:0
56,liver,GASCON,hiCe,56,liver:0
55,liver,GALICIAN,figado,55,liver:0
54,liver,FRIULIAN,fiat,54,liver:0
52,liver,EMILIANO_REGGIANO,fedeg,52,liver:1
73,liver,PIEMONTESE_VERCELLESE,fidik,73,liver:1
64,liver,LOMBARD_BERGAMO,fidek,64,liver:1
65,liver,LOMBARD_PLESIO,fidEk,65,liver:1
71,liver,PIEMONTESE_CARMAGNOLA,fidik,71,liver:1
50,liver,EMILIANO_CARPIGIANO,fedeg,50,liver:1
70,liver,PIEMONTESE_BARBANIA,fidik,70,liver:1
72,liver,PIEMONTESE_LANZO_TORINESE,fidik,72,liver:1
68,liver,NONES_FASSANO,neygEr,68,liver:2
69,liver,NONES_GARDENESE,foSk,69,liver:3
78,liver,ROMANIAN_MEGLENO,drop,78,liver:4
79,liver,ROMANSH_GRISHUN,5irom,79,liver:5
82,liver,ROMANSH_VALLADER,53rom,82,liver:5
80,liver,ROMANSH_SURMIRAN,nirom,80,liver:5
81,liver,ROMANSH_SURSILVAN,dir,81,liver:6
43,louse,SPANISH,pioho,43,louse:0
24,louse,NONES,piocEl,24,louse:0
35,louse,ROMANIAN_MEGLENO,pidukLu,35,louse:0
33,louse,ROMANIAN,p3duke,33,louse:0
31,louse,PORTUGUESE,pioLu,31,louse:0
40,louse,SARDINIAN,priogu,40,louse:0
41,louse,SARDINIAN_CAMPIDANESE,prioxu,41,louse:0
20,louse,LIGURIAN_STELLA,pyEju,20,louse:0
23,louse,NEAPOLITAN_CALABRESE,p3ruky3,23,louse:0
19,louse,LIGURIAN_RAPALLO,pigEju,19,louse:0
18,louse,LIGURIAN_GENOESE,pigEju,18,louse:0
17,louse,LANGUEDOCIEN,pezul,17,louse:0
15,louse,ITALIAN_GROSSETO_TUSCAN,pidokyo,15,louse:0
14,louse,ITALIAN,pidokko,14,louse:0
13,louse,GASCON,pedui,13,louse:0
12,louse,GALICIAN,pioLo,12,louse:0
11,louse,FRIULIAN,pEdoli,11,louse:0
6,louse,DALMATIAN,pedoklo,6,louse:0
5,louse,CORSICAN,pidoTu,5,louse:0
2,louse,ASTURIAN,pioyu,2,louse:0
1,louse,ARAGONESE,pegoLo,1,louse:0
42,louse,SARDINIAN_LOGUDARESE,preuku,42,louse:0
34,louse,ROMANIAN_2,paduke,34,louse:0
16,louse,JUDEO_ESPAGNOL,pioxo,16,louse:0
28,louse,PIEMONTESE_CARMAGNOLA,puy,28,louse:1
29,louse,PIEMONTESE_LANZO_TORINESE,puy,29,louse:1
27,louse,PIEMONTESE_BARBANIA,puy,27,louse:1
37,louse,ROMANSH_SURMIRAN,pluL,37,louse:1
22,louse,LOMBARD_PLESIO,pyoC,22,louse:1
10,louse,FRENCH,pu,10,louse:1
21,louse,LOMBARD_BERGAMO,pyoC,21,louse:1
26,louse,NONES_GARDENESE,podl,26,louse:1
30,louse,PIEMONTESE_VERCELLESE,pyoC,30,louse:1
3,louse,CATALAN,poL,3,louse:1
9,louse,EMILIANO_REGGIANO,pyoC,9,louse:1
7,louse,EMILIANO_CARPIGIANO,pyoC,7,louse:1
38,louse,ROMANSH_SURSILVAN,pluL,38,louse:1
39,louse,ROMANSH_VALLADER,plwoL,39,louse:1
4,louse,CATALAN_2,poL,4,louse:1
36,louse,ROMANSH_GRISHUN,pluL,36,louse:1
25,louse,NONES_FASSANO,poye,25,louse:1
8,louse,EMILIANO_FERRARESE,vdoC,8,louse:2
32,louse,ROMAGNOL_RAVENNATE,bdoC,32,louse:2
0,louse,SANSKRIT,yuka,0,louse:2
1582,mountain,FRENCH,motaj,1582,mountain:0
1575,mountain,CATALAN,mon,1575,mountain:0
1576,mountain,CATALAN_2,munta53,1576,mountain:0
1577,mountain,CORSICAN,muntanTa,1577,mountain:0
1578,mountain,DALMATIAN,muant,1578,mountain:0
1579,mountain,EMILIANO_CARPIGIANO,munta5a,1579,mountain:0
1581,mountain,EMILIANO_REGGIANO,munta5a,1581,mountain:0
1612,mountain,ROMANSH_VALLADER,munto53,1612,mountain:0
1583,mountain,FRIULIAN,mont,1583,mountain:0
