,concept,language,word,ID,cc
1735,eye,VLACH,okklu,1735,eye:4
1698,eye,FRIULIAN,voli,1698,eye:4
1701,eye,ITALIAN,okkyo,1701,eye:4
1702,eye,ITALIAN_GROSSETO_TUSCAN,okyo,1702,eye:4
1710,eye,NEAPOLITAN_CALABRESE,woky3,1710,eye:4
1693,eye,DALMATIAN,vaklo,1693,eye:4
1723,eye,ROMANIAN_MEGLENO,wokLu,1723,eye:4
1722,eye,ROMANIAN_2,oky,1722,eye:4
1730,eye,SARDINIAN_LOGUDARESE,okru,1730,eye:4
1733,eye,TURIA_AROMANIAN,okLu,1733,eye:4
1725,eye,ROMANSH_SURMIRAN,iL,1725,eye:5
1726,eye,ROMANSH_SURSILVAN,eL,1726,eye:5
1704,eye,LANGUEDOCIEN,ieL,1704,eye:5
1724,eye,ROMANSH_GRISHUN,eL,1724,eye:5
1683,eye,ARMENIAN_CLASSICAL,akn,1683,eye:6
1712,eye,NONES_FASSANO,eye,1712,eye:6
443,fire,EASTERN_ARMENIAN,boc,443,fire:0
444,fire,WESTERN_ARMENIAN,grag,444,fire:1
486,fire,SARDINIAN,fogu,486,fire:2
492,fire,VLACH,foku,492,fire:2
466,fire,LOMBARD_BERGAMO,fok,466,fire:2
465,fire,LIGURIAN_STELLA,fE,465,fire:2
447,fire,BALEAR_CATALAN,foT,447,fire:2
445,fire,ARAGONESE,fuego,445,fire:2
464,fire,LIGURIAN_RAPALLO,fEgu,464,fire:2
463,fire,LIGURIAN_GENOESE,fEgu,463,fire:2
462,fire,LANGUEDOCIEN,fiok,462,fire:2
461,fire,JUDEO_ESPAGNOL,fuego,461,fire:2
460,fire,ITALIAN_GROSSETO_TUSCAN,foko,460,fire:2
467,fire,LOMBARD_PLESIO,fok,467,fire:2
459,fire,ITALIAN,fwoko,459,fire:2
456,fire,FRIULIAN,fouk,456,fire:2
455,fire,FRENCH,fe,455,fire:2
454,fire,EMILIANO_REGGIANO,fog,454,fire:2
453,fire,EMILIANO_FERRARESE,fog,453,fire:2
452,fire,EMILIANO_CARPIGIANO,fog,452,fire:2
451,fire,DALMATIAN,fuk,451,fire:2
450,fire,CORSICAN,fogu,450,fire:2
449,fire,CATALAN_2,fok,449,fire:2
448,fire,CATALAN,fok,448,fire:2
458,fire,GASCON,huek,458,fire:2
468,fire,NEAPOLITAN_CALABRESE,fok3,468,fire:2
446,fire,ASTURIAN,fueu,446,fire:2
470,fire,NONES_FASSANO,fek,470,fire:2
469,fire,NONES,fec,469,fire:2
474,fire,PIEMONTESE_CARMAGNOLA,fo,474,fire:2
475,fire,PIEMONTESE_LANZO_TORINESE,fo,475,fire:2
476,fire,PIEMONTESE_VERCELLESE,fok,476,fire:2
478,fire,ROMAGNOL_RAVENNATE,fug,478,fire:2
479,fire,ROMANIAN,fok,479,fire:2
480,fire,ROMANIAN_2,fok,480,fire:2
481,fire,ROMANIAN_MEGLENO,fok,481,fire:2
482,fire,ROMANSH_GRISHUN,fyew,482,fire:2
483,fire,ROMANSH_SURMIRAN,fi,483,fire:2
477,fire,PORTUGUESE,fogu,477,fire:2
485,fire,ROMANSH_VALLADER,fo,485,fire:2
471,fire,NONES_GARDENESE,fwek,471,fire:2
487,fire,SARDINIAN_CAMPIDANESE,foxu,487,fire:2
488,fire,SARDINIAN_LOGUDARESE,fogu,488,fire:2
489,fire,SICILIAN_UnnamedInSource,foku,489,fire:2
490,fire,SPANISH,fuego,490,fire:2
484,fire,ROMANSH_SURSILVAN,fug,484,fire:2
491,fire,VALENCIAN,fok,491,fire:2
473,fire,PIEMONTESE_BARBANIA,fo,473,fire:2
472,fire,OCCITAN_ARANESE,uek,472,fire:2
457,fire,GALICIAN,lume,457,fire:3
442,fire,ARMENIAN_CLASSICAL,hur,442,fire:3
1111,fish,WESTERN_ARMENIAN,cug,1111,fish:0
1109,fish,ARMENIAN_CLASSICAL,juk3n,1109,fish:0
1110,fish,EASTERN_ARMENIAN,cuk,1110,fish:0
1134,fish,LOMBARD_BERGAMO,pEs,1134,fish:1
1112,fish,ARAGONESE,peS,1112,fish:1
1113,fish,ARPITAN,p3so,1113,fish:1
1114,fish,ASTURIAN,peSe,1114,fish:1
1115,fish,BALEAR_CATALAN,peiS,1115,fish:1
1128,fish,ITALIAN_GROSSETO_TUSCAN,peSe,1128,fish:1
1129,fish,JUDEO_ESPAGNOL,peSkado,1129,fish:1
1130,fish,LANGUEDOCIEN,peys,1130,fish:1
1131,fish,LIGURIAN_GENOESE,peSu,1131,fish:1
1132,fish,LIGURIAN_RAPALLO,pESu,1132,fish:1
1133,fish,LIGURIAN_STELLA,pESu,1133,fish:1
1135,fish,LOMBARD_PLESIO,pEs,1135,fish:1
1138,fish,NONES_FASSANO,peS,1138,fish:1
1137,fish,NONES,pes,1137,fish:1
1125,fish,GALICIAN,pEiSe,1125,fish:1
1124,fish,FRIULIAN,pes,1124,fish:1
1123,fish,FRENCH,paso,1123,fish:1
1122,fish,EMILIANO_REGGIANO,pEs,1122,fish:1
1121,fish,EMILIANO_FERRARESE,pEs,1121,fish:1
1120,fish,EMILIANO_CARPIGIANO,pEs,1120,fish:1
1119,fish,DALMATIAN,pias,1119,fish:1
1118,fish,CORSICAN,pESu,1118,fish:1
1117,fish,CATALAN_2,peS,1117,fish:1
1116,fish,CATALAN,peS,1116,fish:1
1160,fish,VLACH,pesku,1160,fish:1
1159,fish,VALENCIAN,peiS,1159,fish:1
1158,fish,SPANISH,peskado,1158,fish:1
1157,fish,SICILIAN_UnnamedInSource,peSi,1157,fish:1
1156,fish,SARDINIAN_LOGUDARESE,piske,1156,fish:1
1155,fish,SARDINIAN_CAMPIDANESE,piSi,1155,fish:1
1154,fish,SARDINIAN,piSe,1154,fish:1
1139,fish,NONES_GARDENESE,p3S,1139,fish:1
1140,fish,OCCITAN_ARANESE,peiS,1140,fish:1
1141,fish,PIEMONTESE_BARBANIA,p3s,1141,fish:1
1142,fish,PIEMONTESE_CARMAGNOLA,pEs,1142,fish:1
1143,fish,PIEMONTESE_LANZO_TORINESE,pES,1143,fish:1
1144,fish,PIEMONTESE_VERCELLESE,pos,1144,fish:1
1136,fish,NEAPOLITAN_CALABRESE,peS3,1136,fish:1
1145,fish,PORTUGUESE,paiS3,1145,fish:1
1147,fish,ROMANIAN,peSte,1147,fish:1
1148,fish,ROMANIAN_2,peSte,1148,fish:1
1149,fish,ROMANIAN_MEGLENO,peaSti,1149,fish:1
1151,fish,ROMANSH_SURMIRAN,peS,1151,fish:1
1152,fish,ROMANSH_SURSILVAN,pES,1152,fish:1
1153,fish,ROMANSH_VALLADER,peS,1153,fish:1
1146,fish,ROMAGNOL_RAVENNATE,pEs,1146,fish:1
1150,fish,ROMANSH_GRISHUN,peS,1150,fish:1
1127,fish,ITALIAN,peSe,1127,fish:1
1126,fish,GASCON,pES,1126,fish:1
593,full,VALENCIAN,plE,593,full:0
567,full,LIGURIAN_STELLA,CEN,567,full:0
566,full,LIGURIAN_RAPALLO,piN,566,full:0
565,full,LIGURIAN_GENOESE,piN,565,full:0
564,full,LANGUEDOCIEN,ple,564,full:0
562,full,ITALIAN_GROSSETO_TUSCAN,pyEno,562,full:0
561,full,ITALIAN,pyEno,561,full:0
560,full,GASCON,ple,560,full:0
558,full,FRIULIAN,plen,558,full:0
557,full,FRENCH,pl3,557,full:0
556,full,EMILIANO_REGGIANO,pin,556,full:0
555,full,EMILIANO_FERRARESE,pin,555,full:0
554,full,EMILIANO_CARPIGIANO,pin,554,full:0
553,full,DALMATIAN,plain,553,full:0
552,full,CATALAN_2,plE,552,full:0
551,full,CATALAN,plE,551,full:0
550,full,BALEAR_CATALAN,plE,550,full:0
548,full,ARPITAN,plE,548,full:0
547,full,ARAGONESE,pleno,547,full:0
545,full,EASTERN_ARMENIAN,li,545,full:0
544,full,ARMENIAN_CLASSICAL,li,544,full:0
594,full,VLACH,mplinu,594,full:0
569,full,LOMBARD_PLESIO,pyee,569,full:0
568,full,LOMBARD_BERGAMO,pye,568,full:0
571,full,NONES,plen,571,full:0
590,full,SARDINIAN_LOGUDARESE,prenu,590,full:0
589,full,SARDINIAN_CAMPIDANESE,prenu,589,full:0
588,full,SARDINIAN,prenu,588,full:0
587,full,ROMANSH_VALLADER,playn,587,full:0
586,full,ROMANSH_SURSILVAN,plein,586,full:0
585,full,ROMANSH_SURMIRAN,pla5,585,full:0
584,full,ROMANSH_GRISHUN,playn,584,full:0
583,full,ROMANIAN_MEGLENO,plin,583,full:0
581,full,ROMANIAN,plin,581,full:0
580,full,ROMAGNOL_RAVENNATE,pin,580,full:0
582,full,ROMANIAN_2,plin,582,full:0
578,full,PIEMONTESE_VERCELLESE,piN,578,full:0
577,full,PIEMONTESE_LANZO_TORINESE,pyEN,577,full:0
576,full,PIEMONTESE_CARMAGNOLA,pyEN,576,full:0
575,full,PIEMONTESE_BARBANIA,pyEN,575,full:0
574,full,OCCITAN_ARANESE,pleN,574,full:0
573,full,NONES_GARDENESE,pl35,573,full:0
572,full,NONES_FASSANO,pye5,572,full:0
546,full,WESTERN_ARMENIAN,lecun,546,full:1
570,full,NEAPOLITAN_CALABRESE,kin3,570,full:2
563,full,JUDEO_ESPAGNOL,yeno,563,full:2
549,full,ASTURIAN,Leno,549,full:2
592,full,SPANISH,yeno,592,full:2
559,full,GALICIAN,Ceo,559,full:2
591,full,SICILIAN_UnnamedInSource,Cinu,591,full:2
579,full,PORTUGUESE,Seyu,579,full:3
1950,hand,WESTERN_ARMENIAN,cerk,1950,hand:0
1948,hand,ARMENIAN_CLASSICAL,jern,1948,hand:0
1949,hand,EASTERN_ARMENIAN,cer,1949,hand:0
1981,hand,PIEMONTESE_CARMAGNOLA,maN,1981,hand:1
1986,hand,ROMANIAN,m3n3,1986,hand:1
1987,hand,ROMANIAN_2,m3n3,1987,hand:1
1988,hand,ROMANIAN_MEGLENO,mon3,1988,hand:1
1989,hand,ROMANSH_GRISHUN,mawn,1989,hand:1
1990,hand,ROMANSH_SURMIRAN,maN,1990,hand:1
1991,hand,ROMANSH_SURSILVAN,maun,1991,hand:1
1992,hand,ROMANSH_VALLADER,man,1992,hand:1
1993,hand,SARDINIAN,manu,1993,hand:1
1994,hand,SARDINIAN_CAMPIDANESE,manu,1994,hand:1
1995,hand,SARDINIAN_LOGUDARESE,manu,1995,hand:1
1996,hand,SICILIAN_UnnamedInSource,manu,1996,hand:1
1997,hand,SPANISH,mano,1997,hand:1
1998,hand,TURIA_AROMANIAN,mana,1998,hand:1
2000,hand,VLACH,mina,2000,hand:1
1957,hand,CORSICAN,mani,1957,hand:1
1956,hand,CATALAN_2,ma,1956,hand:1
1955,hand,CATALAN,ma,1955,hand:1
1954,hand,BALEAR_CATALAN,ma,1954,hand:1
1953,hand,ASTURIAN,mano,1953,hand:1
1952,hand,ARPITAN,ma,1952,hand:1
1951,hand,ARAGONESE,man,1951,hand:1
1985,hand,ROMAGNOL_RAVENNATE,man,1985,hand:1
1982,hand,PIEMONTESE_LANZO_TORINESE,maN,1982,hand:1
1984,hand,PORTUGUESE,mau,1984,hand:1
1958,hand,DALMATIAN,muoN,1958,hand:1
1980,hand,PIEMONTESE_BARBANIA,maN,1980,hand:1
1979,hand,OCCITAN_ARANESE,maN,1979,hand:1
1978,hand,NONES_GARDENESE,ma5,1978,hand:1
1977,hand,NONES_FASSANO,ma5,1977,hand:1
1976,hand,NONES,man,1976,hand:1
1975,hand,NEAPOLITAN_CALABRESE,man3,1975,hand:1
1974,hand,LOMBARD_PLESIO,maN,1974,hand:1
1973,hand,LOMBARD_BERGAMO,ma,1973,hand:1
1972,hand,LIGURIAN_STELLA,maN,1972,hand:1
1971,hand,LIGURIAN_RAPALLO,maN,1971,hand:1
1983,hand,PIEMONTESE_VERCELLESE,maN,1983,hand:1
1970,hand,LIGURIAN_GENOESE,maN,1970,hand:1
1968,hand,JUDEO_ESPAGNOL,mano,1968,hand:1
1967,hand,ITALIAN_GROSSETO_TUSCAN,mano,1967,hand:1
1966,hand,ITALIAN,mano,1966,hand:1
1965,hand,GASCON,ma,1965,hand:1
1964,hand,GALICIAN,man,1964,hand:1
1963,hand,FRIULIAN,man,1963,hand:1
1962,hand,FRENCH,ma,1962,hand:1
1961,hand,EMILIANO_REGGIANO,man,1961,hand:1
1960,hand,EMILIANO_FERRARESE,mans,1960,hand:1
1959,hand,EMILIANO_CARPIGIANO,maN,1959,hand:1
1969,hand,LANGUEDOCIEN,ma,1969,hand:1
1999,hand,VALENCIAN,ma,1999,hand:1
903,hear,WESTERN_ARMENIAN,l3se,903,hear:0
901,hear,ARMENIAN_CLASSICAL,lsem,901,hear:0
902,hear,EASTERN_ARMENIAN,l3se,902,hear:0
930,hear,NONES_FASSANO,sentir,930,hear:1
949,hear,SICILIAN_UnnamedInSource,sentiri,949,hear:1
943,hear,ROMANSH_SURMIRAN,santkEr,943,hear:1
951,hear,VALENCIAN,sentir,951,hear:1
938,hear,ROMAGNOL_RAVENNATE,sinti,938,hear:1
936,hear,PIEMONTESE_VERCELLESE,seNti,936,hear:1
935,hear,PIEMONTESE_LANZO_TORINESE,sENte,935,hear:1
934,hear,PIEMONTESE_CARMAGNOLA,sENte,934,hear:1
933,hear,PIEMONTESE_BARBANIA,sENte,933,hear:1
929,hear,NONES,senir,929,hear:1
928,hear,NEAPOLITAN_CALABRESE,s3nti,928,hear:1
920,hear,ITALIAN_GROSSETO_TUSCAN,sentire,920,hear:1
927,hear,LOMBARD_PLESIO,senti,927,hear:1
926,hear,LOMBARD_BERGAMO,sinti,926,hear:1
909,hear,CATALAN_2,s3nti,909,hear:1
916,hear,FRIULIAN,sintei,916,hear:1
924,hear,LIGURIAN_RAPALLO,seNti,924,hear:1
914,hear,EMILIANO_REGGIANO,sEynter,914,hear:1
913,hear,EMILIANO_FERRARESE,sintir,913,hear:1
912,hear,EMILIANO_CARPIGIANO,siNtir,912,hear:1
911,hear,DALMATIAN,sentar,911,hear:1
910,hear,CORSICAN,sEnt,910,hear:1
925,hear,LIGURIAN_STELLA,seNti,925,hear:1
908,hear,CATALAN,s3nti,908,hear:1
907,hear,BALEAR_CATALAN,s3nti,907,hear:1
923,hear,LIGURIAN_GENOESE,seNti,923,hear:1
904,hear,ARAGONESE,sentir,904,hear:1
952,hear,VLACH,aseultu,952,hear:10
905,hear,ARPITAN,ekota,905,hear:2
944,hear,ROMANSH_SURSILVAN,udir,944,hear:3
945,hear,ROMANSH_VALLADER,dudir,945,hear:3
942,hear,ROMANSH_GRISHUN,udir,942,hear:3
906,hear,ASTURIAN,oyer,906,hear:3
950,hear,SPANISH,oir,950,hear:3
917,hear,GALICIAN,oir,917,hear:3
921,hear,JUDEO_ESPAGNOL,oir,921,hear:3
915,hear,FRENCH,otadr,915,hear:4
918,hear,GASCON,auzi,918,hear:5
940,hear,ROMANIAN_2,auzy,940,hear:5
939,hear,ROMANIAN,auz,939,hear:5
922,hear,LANGUEDOCIEN,awzi,922,hear:5
931,hear,NONES_GARDENESE,awdi,931,hear:5
919,hear,ITALIAN,ud,919,hear:6
946,hear,SARDINIAN,intendere,946,hear:7
932,hear,OCCITAN_ARANESE,enene,932,hear:7
947,hear,SARDINIAN_CAMPIDANESE,intEndi,947,hear:7
948,hear,SARDINIAN_LOGUDARESE,intendere,948,hear:7
937,hear,PORTUGUESE,ov,937,hear:8
941,hear,ROMANIAN_MEGLENO,ut,941,hear:9
647,horn,EASTERN_ARMENIAN,yejur,647,horn:0
648,horn,WESTERN_ARMENIAN,boz,648,horn:1
675,horn,NONES_GARDENESE,korn,675,horn:2
674,horn,NONES_FASSANO,korn,674,horn:2
672,horn,NEAPOLITAN_CALABRESE,korn3,672,horn:2
671,horn,LOMBARD_PLESIO,kornu,671,horn:2
670,horn,LOMBARD_BERGAMO,koren,670,horn:2
669,horn,LIGURIAN_STELLA,kornu,669,horn:2
668,horn,LIGURIAN_RAPALLO,kornu,668,horn:2
667,horn,LIGURIAN_GENOESE,kornu,667,horn:2
666,horn,LANGUEDOCIEN,korno,666,horn:2
663,horn,ITALIAN,korno,663,horn:2
664,horn,ITALIAN_GROSSETO_TUSCAN,korno,664,horn:2
662,horn,GASCON,korno,662,horn:2
661,horn,GALICIAN,korno,661,horn:2
660,horn,FRIULIAN,kar,660,horn:2
676,horn,OCCITAN_ARANESE,korno,676,horn:2
658,horn,EMILIANO_REGGIANO,koren,658,horn:2
657,horn,EMILIANO_FERRARESE,koran,657,horn:2
656,horn,EMILIANO_CARPIGIANO,koren,656,horn:2
659,horn,FRENCH,korn,659,horn:2
665,horn,JUDEO_ESPAGNOL,kuerno,665,horn:2
677,horn,PIEMONTESE_BARBANIA,korn,677,horn:2
673,horn,NONES,korn,673,horn:2
679,horn,PIEMONTESE_LANZO_TORINESE,korn,679,horn:2
695,horn,TURIA_AROMANIAN,kornu,695,horn:2
694,horn,SPANISH,kerno,694,horn:2
693,horn,SICILIAN_UnnamedInSource,kornutu,693,horn:2
655,horn,DALMATIAN,kuarN,655,horn:2
649,horn,ARAGONESE,kerno,649,horn:2
650,horn,ASTURIAN,kuernu,650,horn:2
692,horn,SARDINIAN_LOGUDARESE,koru,692,horn:2
691,horn,SARDINIAN_CAMPIDANESE,koru,691,horn:2
690,horn,SARDINIAN,koru,690,horn:2
678,horn,PIEMONTESE_CARMAGNOLA,korn,678,horn:2
689,horn,ROMANSH_VALLADER,korn3,689,horn:2
687,horn,ROMANSH_SURMIRAN,korn3,687,horn:2
686,horn,ROMANSH_GRISHUN,korn3,686,horn:2
685,horn,ROMANIAN_MEGLENO,korn,685,horn:2
684,horn,ROMANIAN_2,korn,684,horn:2
683,horn,ROMANIAN,korn,683,horn:2
682,horn,ROMAGNOL_RAVENNATE,ko3ran,682,horn:2
652,horn,CATALAN,korn,652,horn:2
680,horn,PIEMONTESE_VERCELLESE,kornu,680,horn:2
654,horn,CORSICAN,kori,654,horn:2
653,horn,CATALAN_2,ba53,653,horn:3
651,horn,BALEAR_CATALAN,ba53,651,horn:3
696,horn,VALENCIAN,ba5a,696,horn:3
681,horn,PORTUGUESE,Sifr3,681,horn:4
688,horn,ROMANSH_SURSILVAN,Ciern,688,horn:5
646,horn,ARMENIAN_CLASSICAL,eLjiwr,646,horn:5
1901,knee,BALEAR_CATALAN,Z3noL,1901,knee:0
1899,knee,ARPITAN,Z3nu,1899,knee:0
1898,knee,ARAGONESE,CinoLo,1898,knee:0
1897,knee,WESTERN_ARMENIAN,cung,1897,knee:0
1896,knee,EASTERN_ARMENIAN,cunk,1896,knee:0
1927,knee,PIEMONTESE_BARBANIA,Zinuy,1927,knee:0
1928,knee,PIEMONTESE_CARMAGNOLA,Zinuy,1928,knee:0
1929,knee,PIEMONTESE_LANZO_TORINESE,Zinuy,1929,knee:0
1930,knee,PIEMONTESE_VERCELLESE,ZnoC,1930,knee:0
1931,knee,PORTUGUESE,ZuaLu,1931,knee:0
1932,knee,ROMAGNOL_RAVENNATE,ZnoC,1932,knee:0
1934,knee,ROMANIAN_2,jenuNky,1934,knee:0
1902,knee,CATALAN,j3noL,1902,knee:0
1935,knee,ROMANIAN_MEGLENO,zinkLu,1935,knee:0
1936,knee,ROMANSH_GRISHUN,Z3neye,1936,knee:0
1937,knee,ROMANSH_SURMIRAN,g3nuL,1937,knee:0
1938,knee,ROMANSH_SURSILVAN,SanuL,1938,knee:0
1939,knee,ROMANSH_VALLADER,ZnwoL,1939,knee:0
1940,knee,SARDINIAN,enugu,1940,knee:0
1941,knee,SARDINIAN_CAMPIDANESE,jenuxu,1941,knee:0
1942,knee,SARDINIAN_LOGUDARESE,benukru,1942,knee:0
1943,knee,SICILIAN_UnnamedInSource,dinokiu,1943,knee:0
1945,knee,TURIA_AROMANIAN,cinukLu,1945,knee:0
1933,knee,ROMANIAN,jenuNk,1933,knee:0
1947,knee,VLACH,cinuklu,1947,knee:0
1903,knee,CATALAN_2,Z3noL,1903,knee:0
1905,knee,DALMATIAN,Zinuak,1905,knee:0
1925,knee,NONES_GARDENESE,Z3nodl,1925,knee:0
1926,knee,OCCITAN_ARANESE,ZuL,1926,knee:0
1924,knee,NONES_FASSANO,Z3neye,1924,knee:0
1923,knee,NONES,zinocEl,1923,knee:0
1922,knee,NEAPOLITAN_CALABRESE,d3nuky3,1922,knee:0
1921,knee,LOMBARD_PLESIO,jinoC,1921,knee:0
1920,knee,LOMBARD_BERGAMO,jonoC,1920,knee:0
1919,knee,LIGURIAN_STELLA,Zenuju,1919,knee:0
1904,knee,CORSICAN,vinoTi,1904,knee:0
1917,knee,LIGURIAN_GENOESE,Zenuju,1917,knee:0
1916,knee,LANGUEDOCIEN,jenul,1916,knee:0
1918,knee,LIGURIAN_RAPALLO,zenuju,1918,knee:0
1914,knee,ITALIAN_GROSSETO_TUSCAN,Zinkyo,1914,knee:0
1913,knee,ITALIAN,jinokkyo,1913,knee:0
1912,knee,GASCON,Zuy,1912,knee:0
1911,knee,GALICIAN,SeonLo,1911,knee:0
1910,knee,FRIULIAN,zEnoli,1910,knee:0
1909,knee,FRENCH,j3nu,1909,knee:0
1908,knee,EMILIANO_REGGIANO,ZnoC,1908,knee:0
1907,knee,EMILIANO_FERRARESE,ZnoC,1907,knee:0
1906,knee,EMILIANO_CARPIGIANO,znoC,1906,knee:0
1946,knee,VALENCIAN,CinoL,1946,knee:0
1900,knee,ASTURIAN,rodia,1900,knee:1
1944,knee,SPANISH,rodiya,1944,knee:1
1895,knee,ARMENIAN_CLASSICAL,tsunr,1895,knee:1
1915,knee,JUDEO_ESPAGNOL,rodiyas,1915,knee:1
291,leaf,WESTERN_ARMENIAN,derev,291,leaf:0
290,leaf,EASTERN_ARMENIAN,terev,290,leaf:0
325,leaf,PORTUGUESE,foLa,325,leaf:1
294,leaf,ASTURIAN,fueya,294,leaf:1
314,leaf,LOMBARD_BERGAMO,foya,314,leaf:1
313,leaf,LIGURIAN_STELLA,fEya,313,leaf:1
312,leaf,LIGURIAN_RAPALLO,foya,312,leaf:1
311,leaf,LIGURIAN_GENOESE,foya,311,leaf:1
310,leaf,LANGUEDOCIEN,fiElo,310,leaf:1
309,leaf,JUDEO_ESPAGNOL,oxa,309,leaf:1
308,leaf,ITALIAN_GROSSETO_TUSCAN,foLa,308,leaf:1
307,leaf,ITALIAN,foLa,307,leaf:1
306,leaf,GASCON,wueyo,306,leaf:1
297,leaf,CATALAN_2,fuL3,297,leaf:1
305,leaf,GALICIAN,foLa,305,leaf:1
303,leaf,FRENCH,f3y,303,leaf:1
302,leaf,EMILIANO_REGGIANO,foya,302,leaf:1
301,leaf,EMILIANO_FERRARESE,foya,301,leaf:1
300,leaf,EMILIANO_CARPIGIANO,foya,300,leaf:1
292,leaf,ARAGONESE,fueLa,292,leaf:1
293,leaf,ARPITAN,foL3,293,leaf:1
299,leaf,DALMATIAN,fuaLa,299,leaf:1
295,leaf,BALEAR_CATALAN,fuL3,295,leaf:1
296,leaf,CATALAN,fuL3,296,leaf:1
304,leaf,FRIULIAN,feE,304,leaf:1
316,leaf,NEAPOLITAN_CALABRESE,foy3,316,leaf:1
315,leaf,LOMBARD_PLESIO,foya,315,leaf:1
318,leaf,NONES_FASSANO,foa,318,leaf:1
339,leaf,VALENCIAN,fuLa,339,leaf:1
338,leaf,SPANISH,oha,338,leaf:1
337,leaf,SICILIAN_UnnamedInSource,fogia,337,leaf:1
336,leaf,SARDINIAN_LOGUDARESE,foZa,336,leaf:1
335,leaf,SARDINIAN_CAMPIDANESE,fola,335,leaf:1
334,leaf,SARDINIAN,foza,334,leaf:1
333,leaf,ROMANSH_VALLADER,foL3,333,leaf:1
332,leaf,ROMANSH_SURSILVAN,fEL,332,leaf:1
317,leaf,NONES,foya,317,leaf:1
330,leaf,ROMANSH_GRISHUN,feL,330,leaf:1
331,leaf,ROMANSH_SURMIRAN,fiL,331,leaf:1
328,leaf,ROMANIAN_2,foaie,328,leaf:1
327,leaf,ROMANIAN,frunz3,327,leaf:1
326,leaf,ROMAGNOL_RAVENNATE,foya,326,leaf:1
324,leaf,PIEMONTESE_VERCELLESE,foya,324,leaf:1
323,leaf,PIEMONTESE_LANZO_TORINESE,foya,323,leaf:1
322,leaf,PIEMONTESE_CARMAGNOLA,foya,322,leaf:1
321,leaf,PIEMONTESE_BARBANIA,foya,321,leaf:1
320,leaf,OCCITAN_ARANESE,ueLo,320,leaf:1
329,leaf,ROMANIAN_MEGLENO,frunz3,329,leaf:1
298,leaf,CORSICAN,foLa,298,leaf:1
319,leaf,NONES_GARDENESE,pleCa,319,leaf:2
47,liver,WESTERN_ARMENIAN,lart,47,liver:0
46,liver,EASTERN_ARMENIAN,lard,46,liver:0
45,liver,ARMENIAN_CLASSICAL,leard,45,liver:0
58,liver,GALICIAN,figado,58,liver:1
59,liver,GASCON,hiCe,59,liver:1
48,liver,ARAGONESE,figado,48,liver:1
80,liver,ROMANIAN_2,fikat,80,liver:1
79,liver,ROMANIAN,fikat,79,liver:1
78,liver,ROMAGNOL_RAVENNATE,fegat,78,liver:1
77,liver,PORTUGUESE,fixa8u,77,liver:1
70,liver,NONES,fica,70,liver:1
69,liver,NEAPOLITAN_CALABRESE,fExat3,69,liver:1
66,liver,LIGURIAN_STELLA,fegatu,66,liver:1
65,liver,LIGURIAN_RAPALLO,figEtu,65,liver:1
64,liver,LIGURIAN_GENOESE,fegatu,64,liver:1
63,liver,LANGUEDOCIEN,feje,63,liver:1
62,liver,JUDEO_ESPAGNOL,igado,62,liver:1
60,liver,ITALIAN,fegato,60,liver:1
86,liver,SARDINIAN,figadu,86,liver:1
61,liver,ITALIAN_GROSSETO_TUSCAN,fegato,61,liver:1
88,liver,SARDINIAN_LOGUDARESE,fikadu,88,liver:1
49,liver,CATALAN,fej3,49,liver:1
50,liver,CATALAN_2,fej3,50,liver:1
51,liver,CORSICAN,fegatu,51,liver:1
52,liver,DALMATIAN,figuot,52,liver:1
87,liver,SARDINIAN_CAMPIDANESE,figaw,87,liver:1
56,liver,FRENCH,fa,56,liver:1
57,liver,FRIULIAN,fiat,57,liver:1
54,liver,EMILIANO_FERRARESE,fEgat,54,liver:1
90,liver,SPANISH,igado,90,liver:1
89,liver,SICILIAN_UnnamedInSource,fiCatu,89,liver:1
91,liver,TURIA_AROMANIAN,layikat,91,liver:1
76,liver,PIEMONTESE_VERCELLESE,fidik,76,liver:2
75,liver,PIEMONTESE_LANZO_TORINESE,fidik,75,liver:2
74,liver,PIEMONTESE_CARMAGNOLA,fidik,74,liver:2
73,liver,PIEMONTESE_BARBANIA,fidik,73,liver:2
53,liver,EMILIANO_CARPIGIANO,fedeg,53,liver:2
68,liver,LOMBARD_PLESIO,fidEk,68,liver:2
67,liver,LOMBARD_BERGAMO,fidek,67,liver:2
55,liver,EMILIANO_REGGIANO,fedeg,55,liver:2
71,liver,NONES_FASSANO,neygEr,71,liver:3
72,liver,NONES_GARDENESE,foSk,72,liver:4
81,liver,ROMANIAN_MEGLENO,drop,81,liver:5
82,liver,ROMANSH_GRISHUN,5irom,82,liver:6
83,liver,ROMANSH_SURMIRAN,nirom,83,liver:6
85,liver,ROMANSH_VALLADER,53rom,85,liver:6
84,liver,ROMANSH_SURSILVAN,dir,84,liver:7
0,louse,EASTERN_ARMENIAN,voCil,0,louse:0
9,louse,EMILIANO_FERRARESE,vdoC,9,louse:0
1,louse,WESTERN_ARMENIAN,voCil,1,louse:0
33,louse,ROMAGNOL_RAVENNATE,bdoC,33,louse:0
24,louse,NEAPOLITAN_CALABRESE,p3ruky3,24,louse:1
23,louse,LOMBARD_PLESIO,pyoC,23,louse:1
22,louse,LOMBARD_BERGAMO,pyoC,22,louse:1
21,louse,LIGURIAN_STELLA,pyEju,21,louse:1
20,louse,LIGURIAN_RAPALLO,pigEju,20,louse:1
