,concept,language,word,ID,cc
622,bone,NONES,os,622,bone:1
621,bone,NEAPOLITAN_CALABRESE,wos3,621,bone:1
620,bone,LOMBARD_PLESIO,os,620,bone:1
619,bone,LOMBARD_BERGAMO,os,619,bone:1
618,bone,LIGURIAN_STELLA,osu,618,bone:1
616,bone,LIGURIAN_GENOESE,Esu,616,bone:1
599,bone,ASTURIAN,uesu,599,bone:1
600,bone,BALEAR_CATALAN,os,600,bone:1
598,bone,ARAGONESE,geso,598,bone:1
602,bone,CATALAN_2,os,602,bone:1
613,bone,ITALIAN_GROSSETO_TUSCAN,oso,613,bone:1
612,bone,ITALIAN,osso,612,bone:1
611,bone,GASCON,os,611,bone:1
610,bone,GALICIAN,oso,610,bone:1
601,bone,CATALAN,os,601,bone:1
608,bone,FRENCH,os,608,bone:1
609,bone,FRIULIAN,ves,609,bone:1
606,bone,EMILIANO_FERRARESE,os,606,bone:1
605,bone,EMILIANO_CARPIGIANO,os,605,bone:1
604,bone,DALMATIAN,vuas,604,bone:1
603,bone,CORSICAN,osu,603,bone:1
607,bone,EMILIANO_REGGIANO,os,607,bone:1
637,bone,ROMANSH_SURSILVAN,ies,637,bone:2
94,breast,WESTERN_ARMENIAN,gurck,94,breast:0
92,breast,ARMENIAN_CLASSICAL,kurtsk,92,breast:0
93,breast,EASTERN_ARMENIAN,kurck,93,breast:0
97,breast,CATALAN,pit,97,breast:1
96,breast,ASTURIAN,peCu,96,breast:1
100,breast,EMILIANO_CARPIGIANO,pEt,100,breast:1
98,breast,CORSICAN,petu,98,breast:1
95,breast,ARAGONESE,peito,95,breast:1
99,breast,DALMATIAN,piat,99,breast:1
131,breast,ROMANSH_SURSILVAN,pEc,131,breast:1
101,breast,EMILIANO_FERRARESE,pEt,101,breast:1
125,breast,ROMAGNOL_RAVENNATE,pE3t,125,breast:1
126,breast,ROMANIAN,pept,126,breast:1
128,breast,ROMANIAN_MEGLENO,Ciept,128,breast:1
129,breast,ROMANSH_GRISHUN,pET,129,breast:1
130,breast,ROMANSH_SURMIRAN,pET,130,breast:1
122,breast,PIEMONTESE_LANZO_TORINESE,pEt,122,breast:1
132,breast,ROMANSH_VALLADER,pet,132,breast:1
133,breast,SARDINIAN,petus,133,breast:1
134,breast,SARDINIAN_CAMPIDANESE,pitura,134,breast:1
135,breast,SARDINIAN_LOGUDARESE,petora,135,breast:1
136,breast,SICILIAN_UnnamedInSource,petu,136,breast:1
137,breast,SPANISH,peCo,137,breast:1
139,breast,VLACH,keptu,139,breast:1
119,breast,NONES_GARDENESE,pyet,119,breast:1
118,breast,NONES_FASSANO,pyet,118,breast:1
120,breast,PIEMONTESE_BARBANIA,pEt,120,breast:1
116,breast,NEAPOLITAN_CALABRESE,pyetE,116,breast:1
103,breast,FRENCH,patrin,103,breast:1
104,breast,FRIULIAN,pet,104,breast:1
113,breast,LIGURIAN_STELLA,pEtu,113,breast:1
105,breast,GALICIAN,pEito,105,breast:1
111,breast,LIGURIAN_GENOESE,petu,111,breast:1
109,breast,JUDEO_ESPAGNOL,peCo,109,breast:1
108,breast,ITALIAN_GROSSETO_TUSCAN,pEto,108,breast:1
107,breast,ITALIAN,pEtto,107,breast:1
115,breast,LOMBARD_PLESIO,StumEk,115,breast:2
123,breast,PIEMONTESE_VERCELLESE,stomik,123,breast:2
102,breast,EMILIANO_REGGIANO,stom3g,102,breast:2
121,breast,PIEMONTESE_CARMAGNOLA,stomi,121,breast:2
114,breast,LOMBARD_BERGAMO,stomEk,114,breast:2
106,breast,GASCON,pupo,106,breast:3
110,breast,LANGUEDOCIEN,pupo,110,breast:3
112,breast,LIGURIAN_RAPALLO,kaSeta,112,breast:4
117,breast,NONES,livEr,117,breast:5
124,breast,PORTUGUESE,saiuS,124,breast:6
127,breast,ROMANIAN_2,s3n,127,breast:7
138,breast,TURIA_AROMANIAN,caca,138,breast:8
141,come,EASTERN_ARMENIAN,ga,141,come:0
142,come,WESTERN_ARMENIAN,ka,142,come:0
168,come,NONES_FASSANO,ve5ir,168,come:1
188,come,SPANISH,veni,188,come:1
167,come,NONES,vEnEr,167,come:1
166,come,NEAPOLITAN_CALABRESE,v3ni,166,come:1
165,come,LOMBARD_PLESIO,ve5i,165,come:1
164,come,LOMBARD_BERGAMO,E5,164,come:1
163,come,LIGURIAN_STELLA,ve5i,163,come:1
162,come,LIGURIAN_RAPALLO,ve5i,162,come:1
161,come,LIGURIAN_GENOESE,ve5i,161,come:1
147,come,CATALAN_2,b3ni,147,come:1
160,come,LANGUEDOCIEN,bEni,160,come:1
158,come,ITALIAN_GROSSETO_TUSCAN,venire,158,come:1
157,come,ITALIAN,vEn,157,come:1
156,come,GASCON,biene,156,come:1
155,come,GALICIAN,bir,155,come:1
154,come,FRIULIAN,vi5ei,154,come:1
153,come,FRENCH,v3ni,153,come:1
189,come,VLACH,gini,189,come:1
159,come,JUDEO_ESPAGNOL,venir,159,come:1
148,come,CORSICAN,vEn,148,come:1
146,come,CATALAN,b3ni,146,come:1
171,come,PIEMONTESE_BARBANIA,vni,171,come:1
187,come,SICILIAN_UnnamedInSource,veniri,187,come:1
186,come,SARDINIAN_LOGUDARESE,benere,186,come:1
185,come,SARDINIAN_CAMPIDANESE,bEni,185,come:1
184,come,SARDINIAN,benere,184,come:1
143,come,ARAGONESE,benir,143,come:1
182,come,ROMANSH_SURSILVAN,ve5ir,182,come:1
144,come,ARPITAN,v35i,144,come:1
170,come,OCCITAN_ARANESE,bie,170,come:1
180,come,ROMANSH_GRISHUN,v35ir,180,come:1
178,come,ROMANIAN_2,veny,178,come:1
177,come,ROMANIAN,ven,177,come:1
176,come,ROMAGNOL_RAVENNATE,vni,176,come:1
175,come,PORTUGUESE,vir,175,come:1
145,come,ASTURIAN,venir,145,come:1
173,come,PIEMONTESE_LANZO_TORINESE,vni,173,come:1
172,come,PIEMONTESE_CARMAGNOLA,vni,172,come:1
179,come,ROMANIAN_MEGLENO,vin,179,come:1
149,come,DALMATIAN,venar,149,come:1
152,come,EMILIANO_REGGIANO,5ir,152,come:2
151,come,EMILIANO_FERRARESE,5ir,151,come:2
150,come,EMILIANO_CARPIGIANO,5ir,150,come:2
174,come,PIEMONTESE_VERCELLESE,5i,174,come:2
183,come,ROMANSH_VALLADER,5ir,183,come:2
169,come,NONES_GARDENESE,uni,169,come:3
181,come,ROMANSH_SURMIRAN,nEkr,181,come:4
140,come,ARMENIAN_CLASSICAL,zam,140,come:4
1266,die,EASTERN_ARMENIAN,vaCanve,1266,die:0
1294,die,NONES_FASSANO,mori,1294,die:1
1302,die,ROMAGNOL_RAVENNATE,muri,1302,die:1
1295,die,NONES_GARDENESE,muri,1295,die:1
1296,die,OCCITAN_ARANESE,muri,1296,die:1
1297,die,PIEMONTESE_BARBANIA,moyre,1297,die:1
1299,die,PIEMONTESE_LANZO_TORINESE,moyre,1299,die:1
1300,die,PIEMONTESE_VERCELLESE,mori,1300,die:1
1301,die,PORTUGUESE,mur,1301,die:1
1292,die,NEAPOLITAN_CALABRESE,muri,1292,die:1
1293,die,NONES,morir,1293,die:1
1303,die,ROMANIAN,mur,1303,die:1
1308,die,ROMANSH_SURSILVAN,murir,1308,die:1
1306,die,ROMANSH_GRISHUN,murir,1306,die:1
1307,die,ROMANSH_SURMIRAN,murEkr,1307,die:1
1309,die,ROMANSH_VALLADER,murir,1309,die:1
1310,die,SARDINIAN,morere,1310,die:1
1311,die,SARDINIAN_CAMPIDANESE,mori,1311,die:1
1312,die,SARDINIAN_LOGUDARESE,morere,1312,die:1
1313,die,SICILIAN_UnnamedInSource,moriri,1313,die:1
1314,die,SPANISH,mori,1314,die:1
1315,die,VALENCIAN,morir,1315,die:1
1316,die,VLACH,moru,1316,die:1
1291,die,LOMBARD_PLESIO,muri,1291,die:1
1305,die,ROMANIAN_MEGLENO,mor,1305,die:1
1290,die,LOMBARD_BERGAMO,mor,1290,die:1
1298,die,PIEMONTESE_CARMAGNOLA,moyre,1298,die:1
1288,die,LIGURIAN_RAPALLO,mui,1288,die:1
1267,die,WESTERN_ARMENIAN,merni,1267,die:1
1268,die,ARAGONESE,morir,1268,die:1
1269,die,ARPITAN,mori,1269,die:1
1270,die,ASTURIAN,morrer,1270,die:1
1271,die,BALEAR_CATALAN,muri,1271,die:1
1272,die,CATALAN,muri,1272,die:1
1273,die,CATALAN_2,muri,1273,die:1
1274,die,CORSICAN,mor,1274,die:1
1275,die,DALMATIAN,morar,1275,die:1
1276,die,EMILIANO_CARPIGIANO,murir,1276,die:1
1277,die,EMILIANO_FERRARESE,murir,1277,die:1
1289,die,LIGURIAN_STELLA,mii,1289,die:1
1279,die,FRENCH,muri,1279,die:1
1280,die,FRIULIAN,murei,1280,die:1
1281,die,GALICIAN,morer,1281,die:1
1278,die,EMILIANO_REGGIANO,murir,1278,die:1
1283,die,ITALIAN,mor,1283,die:1
1284,die,ITALIAN_GROSSETO_TUSCAN,morire,1284,die:1
1285,die,JUDEO_ESPAGNOL,murir,1285,die:1
1287,die,LIGURIAN_GENOESE,mui,1287,die:1
1286,die,LANGUEDOCIEN,kreba,1286,die:2
1282,die,GASCON,kreba,1282,die:2
1265,die,ARMENIAN_CLASSICAL,kornCim,1265,die:3
1304,die,ROMANIAN_2,deceda,1304,die:3
874,dog,LIGURIAN_STELLA,kaN,874,dog:0
875,dog,LOMBARD_BERGAMO,ka,875,dog:0
873,dog,LIGURIAN_RAPALLO,kaN,873,dog:0
872,dog,LIGURIAN_GENOESE,kaN,872,dog:0
871,dog,LANGUEDOCIEN,ka,871,dog:0
869,dog,ITALIAN_GROSSETO_TUSCAN,kane,869,dog:0
868,dog,ITALIAN,kane,868,dog:0
867,dog,GASCON,ka,867,dog:0
861,dog,EMILIANO_CARPIGIANO,kaN,861,dog:0
865,dog,FRIULIAN,CaN,865,dog:0
864,dog,FRENCH,Sia,864,dog:0
863,dog,EMILIANO_REGGIANO,kan,863,dog:0
862,dog,EMILIANO_FERRARESE,kan,862,dog:0
876,dog,LOMBARD_PLESIO,kaN,876,dog:0
860,dog,DALMATIAN,kuoN,860,dog:0
856,dog,BALEAR_CATALAN,ka,856,dog:0
854,dog,ARPITAN,Si,854,dog:0
853,dog,ARAGONESE,kan,853,dog:0
866,dog,GALICIAN,kan,866,dog:0
877,dog,NEAPOLITAN_CALABRESE,kan3,877,dog:0
883,dog,PIEMONTESE_CARMAGNOLA,kaN,883,dog:0
879,dog,NONES_FASSANO,Ta5,879,dog:0
898,dog,SICILIAN_UnnamedInSource,kani,898,dog:0
850,dog,ARMENIAN_CLASSICAL,San,850,dog:0
897,dog,SARDINIAN_LOGUDARESE,kane,897,dog:0
896,dog,SARDINIAN_CAMPIDANESE,kai,896,dog:0
895,dog,SARDINIAN,kane,895,dog:0
894,dog,ROMANSH_VALLADER,San,894,dog:0
893,dog,ROMANSH_SURSILVAN,Caun,893,dog:0
892,dog,ROMANSH_SURMIRAN,TaN,892,dog:0
891,dog,ROMANSH_GRISHUN,Tawn,891,dog:0
890,dog,ROMANIAN_MEGLENO,koyni,890,dog:0
889,dog,ROMANIAN_2,kaine,889,dog:0
888,dog,ROMANIAN,k3ne,888,dog:0
887,dog,ROMAGNOL_RAVENNATE,kan,887,dog:0
886,dog,PORTUGUESE,kau,886,dog:0
885,dog,PIEMONTESE_VERCELLESE,kaN,885,dog:0
884,dog,PIEMONTESE_LANZO_TORINESE,kaN,884,dog:0
882,dog,PIEMONTESE_BARBANIA,kaN,882,dog:0
881,dog,OCCITAN_ARANESE,kaN,881,dog:0
880,dog,NONES_GARDENESE,Ta5,880,dog:0
878,dog,NONES,cain,878,dog:0
851,dog,EASTERN_ARMENIAN,Sun,851,dog:1
852,dog,WESTERN_ARMENIAN,Sun,852,dog:1
855,dog,ASTURIAN,perru,855,dog:2
899,dog,SPANISH,pero,899,dog:2
870,dog,JUDEO_ESPAGNOL,perro,870,dog:2
900,dog,VALENCIAN,gos,900,dog:3
858,dog,CATALAN_2,gos,858,dog:3
857,dog,CATALAN,gos,857,dog:3
859,dog,CORSICAN,Takaru,859,dog:4
1474,drink,EASTERN_ARMENIAN,x3me,1474,drink:0
1475,drink,WESTERN_ARMENIAN,x3me,1475,drink:0
1495,drink,LIGURIAN_GENOESE,bEyve,1495,drink:1
1515,drink,ROMANSH_SURMIRAN,bev3r,1515,drink:1
1497,drink,LIGURIAN_STELLA,bEyve,1497,drink:1
1516,drink,ROMANSH_SURSILVAN,beibEr,1516,drink:1
1502,drink,NONES_FASSANO,beyver,1502,drink:1
1503,drink,NONES_GARDENESE,bev3r,1503,drink:1
1494,drink,LANGUEDOCIEN,bewre,1494,drink:1
1504,drink,OCCITAN_ARANESE,bEbe,1504,drink:1
1500,drink,NEAPOLITAN_CALABRESE,vEb3r3,1500,drink:1
1493,drink,JUDEO_ESPAGNOL,bever,1493,drink:1
1490,drink,GASCON,beore,1490,drink:1
1505,drink,PIEMONTESE_BARBANIA,bEyve,1505,drink:1
1489,drink,GALICIAN,beber,1489,drink:1
1488,drink,FRIULIAN,bevi,1488,drink:1
1486,drink,EMILIANO_REGGIANO,bEvEr,1486,drink:1
1485,drink,EMILIANO_FERRARESE,bEar,1485,drink:1
1484,drink,EMILIANO_CARPIGIANO,bEvEr,1484,drink:1
1483,drink,DALMATIAN,bar,1483,drink:1
1482,drink,CORSICAN,biy,1482,drink:1
1481,drink,CATALAN_2,bEur3,1481,drink:1
1480,drink,CATALAN,bEur3,1480,drink:1
1479,drink,BALEAR_CATALAN,bEur3,1479,drink:1
1478,drink,ASTURIAN,beber,1478,drink:1
1476,drink,ARAGONESE,beber,1476,drink:1
1491,drink,ITALIAN,bere,1491,drink:1
1506,drink,PIEMONTESE_CARMAGNOLA,bEyve,1506,drink:1
1496,drink,LIGURIAN_RAPALLO,bEye,1496,drink:1
1508,drink,PIEMONTESE_VERCELLESE,bevi,1508,drink:1
1507,drink,PIEMONTESE_LANZO_TORINESE,bEyve,1507,drink:1
1514,drink,ROMANSH_GRISHUN,bayv3r,1514,drink:1
1523,drink,VALENCIAN,bEure,1523,drink:1
1522,drink,SPANISH,bebe,1522,drink:1
1520,drink,SARDINIAN_LOGUDARESE,bufare,1520,drink:1
1519,drink,SARDINIAN_CAMPIDANESE,bufay,1519,drink:1
1518,drink,SARDINIAN,biere,1518,drink:1
1521,drink,SICILIAN_UnnamedInSource,biviri,1521,drink:1
1517,drink,ROMANSH_VALLADER,bayv3r,1517,drink:1
1509,drink,PORTUGUESE,b3b,1509,drink:1
1512,drink,ROMANIAN_2,bea,1512,drink:2
1510,drink,ROMAGNOL_RAVENNATE,be,1510,drink:2
1524,drink,VLACH,abea,1524,drink:2
1511,drink,ROMANIAN,bea,1511,drink:2
1477,drink,ARPITAN,bEa,1477,drink:2
1487,drink,FRENCH,ba,1487,drink:2
1492,drink,ITALIAN_GROSSETO_TUSCAN,bE,1492,drink:2
1513,drink,ROMANIAN_MEGLENO,beaw,1513,drink:2
1499,drink,LOMBARD_PLESIO,bef,1499,drink:3
1498,drink,LOMBARD_BERGAMO,bif,1498,drink:3
1501,drink,NONES,triNar,1501,drink:4
1473,drink,ARMENIAN_CLASSICAL,arbi,1473,drink:4
1631,ear,EASTERN_ARMENIAN,akanj,1631,ear:0
1632,ear,WESTERN_ARMENIAN,aganC,1632,ear:0
1682,ear,VLACH,uriacli,1682,ear:1
1647,ear,GASCON,aureyo,1647,ear:1
1646,ear,GALICIAN,orELa,1646,ear:1
1678,ear,SICILIAN_UnnamedInSource,orikia,1678,ear:1
1680,ear,TURIA_AROMANIAN,ureakLi,1680,ear:1
1648,ear,ITALIAN,orekkyo,1648,ear:1
1677,ear,SARDINIAN_LOGUDARESE,orikra,1677,ear:1
1681,ear,VALENCIAN,orELa,1681,ear:1
1649,ear,ITALIAN_GROSSETO_TUSCAN,orekyo,1649,ear:1
1654,ear,LIGURIAN_STELLA,weja,1654,ear:1
1651,ear,LANGUEDOCIEN,awreLo,1651,ear:1
1665,ear,PIEMONTESE_VERCELLESE,uroZa,1665,ear:1
1666,ear,PORTUGUESE,oraLa,1666,ear:1
1667,ear,ROMAGNOL_RAVENNATE,urECa,1667,ear:1
1668,ear,ROMANIAN,ureke,1668,ear:1
1669,ear,ROMANIAN_2,ureke,1669,ear:1
1670,ear,ROMANIAN_MEGLENO,ureakL3,1670,ear:1
1671,ear,ROMANSH_GRISHUN,ureL3,1671,ear:1
1672,ear,ROMANSH_SURMIRAN,urey3,1672,ear:1
1673,ear,ROMANSH_SURSILVAN,ureL3,1673,ear:1
1664,ear,PIEMONTESE_LANZO_TORINESE,uriya,1664,ear:1
1663,ear,PIEMONTESE_CARMAGNOLA,uriya,1663,ear:1
1662,ear,PIEMONTESE_BARBANIA,uriya,1662,ear:1
1661,ear,OCCITAN_ARANESE,aureLo,1661,ear:1
1660,ear,NONES_GARDENESE,ur3dla,1660,ear:1
1659,ear,NONES_FASSANO,ureya,1659,ear:1
1658,ear,NONES,rekla,1658,ear:1
1657,ear,NEAPOLITAN_CALABRESE,reky3,1657,ear:1
1656,ear,LOMBARD_PLESIO,urEja,1656,ear:1
1655,ear,LOMBARD_BERGAMO,orEja,1655,ear:1
1653,ear,LIGURIAN_RAPALLO,aweje,1653,ear:1
1652,ear,LIGURIAN_GENOESE,wEja,1652,ear:1
1650,ear,JUDEO_ESPAGNOL,orexa,1650,ear:1
1679,ear,SPANISH,oreha,1679,ear:1
1674,ear,ROMANSH_VALLADER,uraL3,1674,ear:1
1675,ear,SARDINIAN,uriga,1675,ear:1
1645,ear,FRIULIAN,oreli,1645,ear:1
1644,ear,FRENCH,ore,1644,ear:1
1643,ear,EMILIANO_REGGIANO,urECa,1643,ear:1
1642,ear,EMILIANO_FERRARESE,urECa,1642,ear:1
1636,ear,BALEAR_CATALAN,orEL3,1636,ear:1
1640,ear,DALMATIAN,rakla,1640,ear:1
1635,ear,ASTURIAN,oreya,1635,ear:1
1639,ear,CORSICAN,arETa,1639,ear:1
1638,ear,CATALAN_2,urEL3,1638,ear:1
1641,ear,EMILIANO_CARPIGIANO,urECa,1641,ear:1
1676,ear,SARDINIAN_CAMPIDANESE,orixa,1676,ear:1
1634,ear,ARPITAN,or3L3,1634,ear:1
1633,ear,ARAGONESE,oreLa,1633,ear:1
1630,ear,ARMENIAN_CLASSICAL,unkn,1630,ear:1
1637,ear,CATALAN,urEL3,1637,ear:1
1685,eye,WESTERN_ARMENIAN,aCk,1685,eye:0
1684,eye,EASTERN_ARMENIAN,aCk,1684,eye:0
1688,eye,ASTURIAN,ueyu,1688,eye:1
1732,eye,SPANISH,oho,1732,eye:1
1719,eye,PORTUGUESE,oLu,1719,eye:1
1706,eye,LIGURIAN_RAPALLO,Eju,1706,eye:1
1707,eye,LIGURIAN_STELLA,Eju,1707,eye:1
1686,eye,ARAGONESE,geLo,1686,eye:1
1699,eye,GALICIAN,oLo,1699,eye:1
1729,eye,SARDINIAN_CAMPIDANESE,oxu,1729,eye:1
1703,eye,JUDEO_ESPAGNOL,oxo,1703,eye:1
1705,eye,LIGURIAN_GENOESE,Eju,1705,eye:1
1728,eye,SARDINIAN,ogu,1728,eye:1
1687,eye,ARPITAN,yi,1687,eye:2
1692,eye,CORSICAN,oTi,1692,eye:3
1734,eye,VALENCIAN,uL,1734,eye:3
1696,eye,EMILIANO_REGGIANO,oC,1696,eye:3
1691,eye,CATALAN_2,uL,1691,eye:3
1690,eye,CATALAN,uL,1690,eye:3
1721,eye,ROMANIAN,ok,1721,eye:3
1727,eye,ROMANSH_VALLADER,oL,1727,eye:3
1695,eye,EMILIANO_FERRARESE,oC,1695,eye:3
1720,eye,ROMAGNOL_RAVENNATE,oC,1720,eye:3
1718,eye,PIEMONTESE_VERCELLESE,oC,1718,eye:3
1717,eye,PIEMONTESE_LANZO_TORINESE,oy,1717,eye:3
1716,eye,PIEMONTESE_CARMAGNOLA,oy,1716,eye:3
1715,eye,PIEMONTESE_BARBANIA,oy,1715,eye:3
1714,eye,OCCITAN_ARANESE,ueL,1714,eye:3
1713,eye,NONES_GARDENESE,wedl,1713,eye:3
1711,eye,NONES,ocEl,1711,eye:3
1709,eye,LOMBARD_PLESIO,oC,1709,eye:3
1708,eye,LOMBARD_BERGAMO,oC,1708,eye:3
1700,eye,GASCON,wey,1700,eye:3
1697,eye,FRENCH,3y,1697,eye:3
1689,eye,BALEAR_CATALAN,uL,1689,eye:3
1694,eye,EMILIANO_CARPIGIANO,oC,1694,eye:3
1731,eye,SICILIAN_UnnamedInSource,okiu,1731,eye:4
