Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	nrates[1]	nrates[2]	nrates[3]	siteRates[1]	siteRates[2]	siteRates[3]	siteRates[4]	siteRates[5]	siteRates[6]	siteRates[7]	siteRates[8]	siteRates[9]	siteRates[10]	siteRates[11]	siteRates[12]	siteRates[13]	siteRates[14]	siteRates[15]	siteRates[16]	siteRates[17]	siteRates[18]	siteRates[19]	siteRates[20]	siteRates[21]	siteRates[22]	siteRates[23]	siteRates[24]	siteRates[25]	siteRates[26]	siteRates[27]	siteRates[28]	siteRates[29]	siteRates[30]	siteRates[31]	siteRates[32]	siteRates[33]	siteRates[34]	siteRates[35]	siteRates[36]	siteRates[37]	siteRates[38]	siteRates[39]	siteRates[40]	siteRates[41]	siteRates[42]	siteRates[43]	siteRates[44]	siteRates[45]	siteRates[46]	siteRates[47]	siteRates[48]	siteRates[49]	siteRates[50]	siteRates[51]	siteRates[52]	siteRates[53]	siteRates[54]	siteRates[55]	siteRates[56]	siteRates[57]	siteRates[58]	siteRates[59]	siteRates[60]	siteRates[61]	siteRates[62]	siteRates[63]	siteRates[64]	siteRates[65]	siteRates[66]	siteRates[67]	siteRates[68]	siteRates[69]	siteRates[70]	siteRates[71]	siteRates[72]	siteRates[73]	siteRates[74]	siteRates[75]	siteRates[76]	siteRates[77]	siteRates[78]	siteRates[79]	siteRates[80]	siteRates[81]	siteRates[82]	siteRates[83]	siteRates[84]	siteRates[85]	siteRates[86]	siteRates[87]	siteRates[88]	siteRates[89]	siteRates[90]	siteRates[91]	siteRates[92]	siteRates[93]	siteRates[94]	siteRates[95]	siteRates[96]	siteRates[97]	siteRates[98]	siteRates[99]	siteRates[100]	siteRates[101]	siteRates[102]	siteRates[103]	siteRates[104]	siteRates[105]	siteRates[106]	siteRates[107]	siteRates[108]	siteRates[109]	siteRates[110]	siteRates[111]	siteRates[112]	siteRates[113]	siteRates[114]	siteRates[115]	siteRates[116]	siteRates[117]	siteRates[118]	siteRates[119]	siteRates[120]	siteRates[121]	siteRates[122]	siteRates[123]	siteRates[124]	siteRates[125]	siteRates[126]	siteRates[127]	siteRates[128]	siteRates[129]	siteRates[130]	siteRates[131]	siteRates[132]	siteRates[133]	siteRates[134]	siteRates[135]	siteRates[136]	siteRates[137]	siteRates[138]	siteRates[139]	siteRates[140]	siteRates[141]	siteRates[142]	siteRates[143]	siteRates[144]	siteRates[145]	siteRates[146]	siteRates[147]	siteRates[148]	siteRates[149]	siteRates[150]	siteRates[151]	siteRates[152]	siteRates[153]	siteRates[154]	siteRates[155]	siteRates[156]	siteRates[157]	siteRates[158]	siteRates[159]	siteRates[160]	siteRates[161]	siteRates[162]	siteRates[163]	siteRates[164]	siteRates[165]	siteRates[166]	siteRates[167]	siteRates[168]	siteRates[169]	siteRates[170]	siteRates[171]	siteRates[172]	siteRates[173]	siteRates[174]	siteRates[175]	siteRates[176]	siteRates[177]	siteRates[178]	siteRates[179]	siteRates[180]	siteRates[181]	siteRates[182]	siteRates[183]	siteRates[184]	siteRates[185]	siteRates[186]	siteRates[187]	siteRates[188]	siteRates[189]	siteRates[190]	siteRates[191]	siteRates[192]	siteRates[193]	siteRates[194]	siteRates[195]	siteRates[196]	siteRates[197]	siteRates[198]	siteRates[199]	siteRates[200]	siteRates[201]	siteRates[202]	siteRates[203]	siteRates[204]	siteRates[205]	siteRates[206]	siteRates[207]	siteRates[208]	siteRates[209]	siteRates[210]	siteRates[211]	siteRates[212]	siteRates[213]	siteRates[214]	siteRates[215]	siteRates[216]	siteRates[217]	siteRates[218]	siteRates[219]	siteRates[220]	siteRates[221]	siteRates[222]	siteRates[223]	siteRates[224]	siteRates[225]	siteRates[226]	siteRates[227]	siteRates[228]	siteRates[229]	siteRates[230]	siteRates[231]	siteRates[232]	siteRates[233]	siteRates[234]	siteRates[235]	siteRates[236]	siteRates[237]	siteRates[238]	siteRates[239]	siteRates[240]	siteRates[241]	siteRates[242]	siteRates[243]	siteRates[244]	siteRates[245]	siteRates[246]	siteRates[247]	siteRates[248]	siteRates[249]	siteRates[250]	siteRates[251]	siteRates[252]	siteRates[253]	siteRates[254]	siteRates[255]	siteRates[256]	siteRates[257]	siteRates[258]	siteRates[259]	siteRates[260]	siteRates[261]	siteRates[262]	siteRates[263]	siteRates[264]	siteRates[265]	siteRates[266]	siteRates[267]	siteRates[268]	siteRates[269]	siteRates[270]	siteRates[271]	siteRates[272]	siteRates[273]	siteRates[274]	siteRates[275]	siteRates[276]	siteRates[277]	siteRates[278]	siteRates[279]	siteRates[280]	siteRates[281]	siteRates[282]	siteRates[283]	siteRates[284]	siteRates[285]	siteRates[286]	siteRates[287]	siteRates[288]	siteRates[289]	siteRates[290]	siteRates[291]	siteRates[292]	siteRates[293]	siteRates[294]
0	0	-10228.4	-10221.7	-6.74983	0.9920629	1.78301	0.0138839	0.091597	0.135367	2.39161	2.39161	0.998672	0.998672	0.998672	2.39161	2.39161	2.39161	0.998672	2.39161	0.474353	0.998672	0.998672	2.39161	0.474353	0.998672	2.39161	0.474353	0.998672	0.474353	2.39161	0.135367	2.39161	0.998672	2.39161	2.39161	0.998672	0.998672	0.474353	0.998672	0.474353	0.998672	2.39161	2.39161	0.998672	2.39161	2.39161	2.39161	0.474353	0.474353	2.39161	0.474353	0.135367	0.135367	2.39161	0.474353	2.39161	0.998672	0.998672	2.39161	0.998672	2.39161	0.135367	0.998672	0.135367	0.998672	0.474353	0.998672	2.39161	2.39161	0.998672	0.474353	0.998672	0.998672	0.998672	0.474353	0.474353	2.39161	0.474353	0.998672	0.474353	2.39161	0.135367	2.39161	0.474353	2.39161	0.998672	2.39161	0.135367	0.998672	0.998672	2.39161	0.998672	0.474353	0.998672	0.135367	2.39161	0.998672	0.998672	0.998672	0.998672	0.135367	0.135367	2.39161	0.998672	2.39161	0.474353	0.474353	2.39161	0.474353	2.39161	0.998672	2.39161	2.39161	0.474353	0.998672	0.135367	0.998672	0.474353	2.39161	0.135367	0.474353	0.135367	0.998672	0.474353	2.39161	0.135367	2.39161	0.998672	0.135367	0.135367	0.474353	0.998672	0.998672	2.39161	0.135367	2.39161	0.474353	2.39161	0.998672	0.474353	2.39161	0.135367	2.39161	2.39161	2.39161	0.474353	0.474353	2.39161	0.998672	0.135367	0.474353	0.474353	2.39161	0.135367	2.39161	2.39161	0.998672	0.474353	0.135367	0.474353	0.474353	0.998672	0.474353	2.39161	0.135367	0.135367	0.474353	0.474353	0.135367	0.998672	2.39161	0.474353	2.39161	0.135367	0.998672	0.474353	2.39161	0.998672	0.474353	2.39161	2.39161	0.135367	0.998672	0.998672	0.998672	0.135367	0.998672	2.39161	0.135367	0.998672	0.998672	2.39161	2.39161	0.998672	0.474353	2.39161	2.39161	0.135367	2.39161	0.998672	0.998672	0.474353	0.998672	2.39161	0.474353	0.135367	0.998672	2.39161	2.39161	2.39161	0.474353	2.39161	0.474353	2.39161	2.39161	0.998672	2.39161	0.998672	2.39161	0.474353	0.998672	2.39161	2.39161	0.135367	0.998672	0.998672	0.135367	0.135367	0.998672	0.474353	2.39161	2.39161	0.998672	0.998672	0.135367	0.998672	0.474353	2.39161	0.474353	0.998672	2.39161	0.998672	0.474353	0.998672	0.998672	0.135367	2.39161	0.998672	0.998672	0.998672	0.998672	2.39161	0.998672	0.998672	2.39161	0.998672	2.39161	2.39161	0.135367	2.39161	0.474353	2.39161	0.998672	0.474353	0.474353	2.39161	0.474353	0.135367	0.998672	2.39161	2.39161	0.135367	0.135367	2.39161	2.39161	2.39161	2.39161	0.135367	0.474353	0.998672	0.474353	2.39161	0.474353	0.998672	2.39161	2.39161	0.135367	0.474353	0.474353	2.39161	0.474353	2.39161	0.135367	0.998672	0.474353	0.474353	0.474353	2.39161	2.39161	0.998672	2.39161	0.998672
1	0	-10238.9	-10231.4	-7.44153	0.8809094	1.90275	0.0157081	0.0868589	0.112624	2.47252	2.47252	2.47252	0.437778	0.977078	2.47252	0.977078	2.47252	0.977078	2.47252	0.112624	0.977078	2.47252	0.437778	0.437778	0.977078	2.47252	0.112624	0.977078	0.437778	2.47252	0.437778	2.47252	0.437778	2.47252	0.437778	0.977078	0.437778	2.47252	0.437778	0.437778	0.977078	0.977078	0.977078	0.977078	2.47252	0.977078	2.47252	0.112624	0.112624	2.47252	0.977078	0.112624	0.112624	2.47252	0.437778	2.47252	0.977078	0.977078	2.47252	0.437778	0.977078	0.112624	2.47252	0.112624	2.47252	0.437778	0.437778	0.977078	2.47252	0.437778	0.437778	0.977078	0.437778	0.977078	2.47252	0.977078	2.47252	0.112624	2.47252	0.437778	2.47252	0.112624	2.47252	0.437778	0.977078	0.977078	2.47252	0.437778	0.437778	0.437778	0.977078	0.977078	2.47252	0.977078	0.437778	2.47252	0.977078	2.47252	2.47252	2.47252	0.977078	0.112624	0.977078	0.977078	2.47252	0.977078	0.977078	0.977078	0.112624	2.47252	0.977078	2.47252	2.47252	0.437778	0.977078	0.112624	2.47252	0.977078	2.47252	0.112624	0.437778	0.437778	0.437778	2.47252	2.47252	0.112624	0.977078	2.47252	0.112624	0.112624	2.47252	0.977078	2.47252	2.47252	0.437778	0.437778	0.437778	2.47252	0.977078	0.437778	2.47252	0.112624	0.977078	0.977078	2.47252	0.112624	0.977078	2.47252	0.977078	0.112624	0.112624	0.437778	2.47252	0.112624	0.977078	2.47252	0.437778	0.112624	0.112624	2.47252	0.112624	2.47252	0.437778	2.47252	0.437778	0.112624	0.977078	0.437778	0.112624	0.977078	2.47252	0.437778	2.47252	0.112624	0.977078	0.437778	2.47252	2.47252	0.977078	2.47252	0.437778	0.112624	2.47252	0.437778	2.47252	0.437778	0.437778	2.47252	0.112624	0.437778	0.977078	0.977078	0.977078	2.47252	0.437778	2.47252	2.47252	0.437778	0.977078	0.977078	2.47252	0.977078	0.437778	2.47252	0.977078	0.112624	0.977078	2.47252	2.47252	2.47252	0.977078	2.47252	0.437778	0.112624	0.437778	0.977078	0.977078	2.47252	2.47252	0.977078	2.47252	0.977078	2.47252	0.112624	0.977078	0.437778	0.112624	2.47252	0.977078	0.977078	2.47252	2.47252	2.47252	0.977078	0.112624	0.977078	0.437778	0.977078	2.47252	2.47252	2.47252	0.977078	0.112624	0.437778	2.47252	0.112624	2.47252	0.437778	0.977078	0.437778	0.977078	0.977078	2.47252	0.977078	2.47252	2.47252	2.47252	0.977078	0.112624	2.47252	0.437778	2.47252	0.977078	2.47252	0.437778	2.47252	0.112624	0.112624	2.47252	2.47252	2.47252	0.112624	0.112624	2.47252	2.47252	2.47252	0.977078	0.437778	2.47252	0.977078	2.47252	2.47252	2.47252	0.977078	2.47252	2.47252	0.112624	0.977078	0.112624	0.977078	0.437778	2.47252	0.112624	0.977078	0.437778	0.977078	0.437778	0.977078	2.47252	0.977078	2.47252	0.977078
2	0	-10221.9	-10207	-14.918	0.9090361	3.20704	0.015246	0.125272	0.118466	0.983125	0.983125	2.45082	0.447593	0.983125	0.983125	0.983125	0.983125	2.45082	2.45082	0.118466	0.983125	0.983125	0.118466	0.447593	0.447593	2.45082	0.118466	0.983125	0.447593	2.45082	0.118466	2.45082	0.447593	2.45082	0.983125	2.45082	0.447593	0.983125	0.983125	0.983125	0.983125	0.983125	2.45082	2.45082	0.983125	0.983125	2.45082	0.447593	0.118466	2.45082	0.983125	0.118466	0.118466	0.983125	0.447593	2.45082	0.447593	0.447593	2.45082	0.447593	2.45082	0.118466	2.45082	0.118466	2.45082	0.447593	2.45082	0.983125	2.45082	2.45082	0.447593	0.447593	0.983125	0.983125	2.45082	0.447593	2.45082	0.118466	2.45082	0.447593	2.45082	0.118466	2.45082	0.118466	0.983125	0.983125	2.45082	0.118466	0.983125	0.447593	2.45082	0.447593	0.983125	0.447593	0.118466	0.983125	0.447593	2.45082	0.983125	2.45082	2.45082	0.447593	2.45082	0.983125	2.45082	0.447593	0.447593	0.983125	0.118466	2.45082	0.447593	2.45082	2.45082	0.118466	0.447593	0.118466	0.983125	0.447593	2.45082	0.118466	0.118466	0.118466	0.118466	2.45082	2.45082	0.118466	0.983125	2.45082	0.118466	0.118466	2.45082	0.983125	0.983125	2.45082	0.118466	2.45082	0.447593	0.983125	0.447593	0.447593	0.983125	0.118466	0.983125	2.45082	0.983125	0.118466	0.447593	2.45082	2.45082	0.118466	0.118466	0.447593	2.45082	0.118466	2.45082	2.45082	2.45082	0.983125	0.118466	0.983125	0.118466	2.45082	0.118466	2.45082	0.983125	0.118466	2.45082	0.447593	0.118466	0.983125	2.45082	0.447593	0.983125	0.118466	2.45082	0.447593	0.447593	0.447593	0.447593	2.45082	0.447593	0.118466	0.983125	0.447593	2.45082	0.118466	0.447593	0.983125	0.118466	2.45082	0.447593	0.983125	0.447593	2.45082	0.447593	0.983125	0.983125	0.118466	2.45082	0.983125	2.45082	0.447593	0.447593	0.983125	0.983125	0.118466	0.447593	2.45082	0.983125	0.983125	0.983125	2.45082	0.447593	2.45082	0.983125	0.983125	2.45082	0.983125	2.45082	0.983125	0.983125	0.983125	2.45082	0.118466	0.983125	0.983125	0.118466	2.45082	0.983125	0.983125	0.983125	2.45082	2.45082	0.983125	0.118466	0.447593	0.983125	2.45082	0.983125	0.983125	0.983125	0.983125	0.118466	0.447593	2.45082	0.447593	2.45082	0.447593	0.447593	2.45082	0.983125	0.983125	2.45082	0.447593	2.45082	2.45082	2.45082	0.983125	0.118466	0.983125	0.118466	2.45082	0.447593	2.45082	0.447593	2.45082	0.118466	0.118466	2.45082	2.45082	2.45082	0.118466	0.118466	0.983125	0.983125	0.983125	0.447593	0.118466	2.45082	0.983125	2.45082	2.45082	2.45082	0.983125	0.983125	0.983125	0.118466	2.45082	0.447593	2.45082	0.447593	0.983125	0.118466	2.45082	0.447593	0.983125	0.447593	0.983125	2.45082	0.447593	2.45082	0.983125
3	0	-10265.9	-10249.8	-16.1005	0.6284536	4.45525	0.014853	0.205201	0.0590246	0.895169	0.895169	0.895169	0.327723	0.895169	0.895169	0.327723	0.895169	2.71808	0.895169	0.0590246	0.327723	0.327723	0.895169	0.327723	0.895169	0.895169	0.0590246	0.327723	0.327723	2.71808	0.0590246	0.327723	0.327723	0.895169	0.895169	2.71808	0.327723	0.895169	0.895169	0.327723	0.327723	0.895169	2.71808	0.327723	0.895169	0.895169	2.71808	0.0590246	0.0590246	0.895169	0.895169	0.0590246	0.0590246	0.895169	0.327723	2.71808	0.327723	0.327723	2.71808	0.327723	2.71808	0.0590246	0.895169	0.0590246	2.71808	0.327723	0.895169	0.895169	0.327723	0.0590246	0.327723	0.327723	0.0590246	0.327723	0.327723	0.327723	0.895169	0.0590246	0.0590246	0.327723	2.71808	0.0590246	2.71808	0.0590246	0.895169	2.71808	0.895169	0.0590246	0.895169	0.327723	0.895169	0.327723	0.895169	0.327723	0.0590246	2.71808	0.327723	0.895169	0.895169	0.895169	0.327723	0.327723	0.895169	0.327723	0.895169	0.327723	0.327723	0.895169	0.327723	2.71808	0.327723	0.895169	2.71808	0.327723	0.327723	0.0590246	0.895169	0.895169	0.895169	0.0590246	0.0590246	0.0590246	0.327723	2.71808	2.71808	0.0590246	0.895169	2.71808	0.0590246	0.0590246	0.895169	0.327723	0.327723	2.71808	0.0590246	2.71808	0.327723	2.71808	0.327723	0.327723	0.895169	0.0590246	0.895169	0.895169	0.895169	0.0590246	0.327723	0.895169	2.71808	0.0590246	0.895169	0.327723	2.71808	0.0590246	2.71808	0.895169	0.327723	2.71808	0.0590246	0.895169	0.0590246	2.71808	0.0590246	0.895169	0.895169	0.0590246	0.0590246	0.327723	0.0590246	0.895169	2.71808	0.895169	0.895169	0.0590246	2.71808	0.327723	0.895169	0.0590246	0.327723	0.895169	0.327723	0.0590246	2.71808	0.327723	0.895169	0.0590246	0.327723	0.895169	0.0590246	0.895169	0.327723	0.895169	0.895169	0.895169	0.327723	0.327723	0.895169	0.0590246	0.327723	0.327723	2.71808	0.327723	0.327723	2.71808	0.327723	0.0590246	0.327723	2.71808	0.895169	0.895169	0.327723	0.895169	0.327723	0.327723	2.71808	0.327723	0.895169	0.895169	0.895169	0.895169	0.895169	0.327723	0.895169	0.0590246	0.327723	0.895169	0.0590246	2.71808	0.327723	0.327723	0.895169	2.71808	0.327723	0.327723	0.0590246	0.327723	0.895169	0.895169	0.895169	0.895169	2.71808	0.327723	0.0590246	0.327723	0.895169	0.0590246	0.895169	0.327723	0.895169	0.895169	0.895169	0.895169	2.71808	0.327723	2.71808	0.327723	0.895169	0.895169	0.0590246	0.895169	0.327723	0.895169	0.327723	0.895169	0.327723	2.71808	0.0590246	0.0590246	2.71808	2.71808	2.71808	0.0590246	0.0590246	0.895169	0.895169	0.895169	2.71808	0.0590246	0.327723	0.327723	0.327723	0.895169	2.71808	0.895169	2.71808	0.895169	0.0590246	0.0590246	0.0590246	0.895169	0.327723	0.895169	0.0590246	2.71808	0.0590246	0.327723	0.0590246	0.895169	2.71808	0.327723	0.895169	2.71808
4	0	-10396.3	-10379.8	-16.516	0.554053	6.17548	0.0153586	0.248753	0.0437922	0.855937	0.855937	0.855937	0.285746	0.855937	0.855937	2.81452	0.855937	2.81452	0.855937	0.0437922	0.285746	0.285746	0.855937	0.285746	0.285746	0.855937	0.0437922	0.855937	0.285746	2.81452	0.0437922	0.285746	2.81452	0.855937	2.81452	0.855937	0.285746	0.285746	0.285746	0.285746	0.285746	0.855937	2.81452	0.855937	0.855937	0.285746	2.81452	0.0437922	0.0437922	0.285746	0.855937	0.0437922	0.0437922	0.855937	0.285746	0.855937	0.285746	0.285746	0.855937	0.285746	2.81452	0.0437922	0.855937	0.0437922	2.81452	0.285746	0.285746	0.855937	0.855937	2.81452	0.0437922	0.285746	2.81452	0.285746	0.855937	0.285746	0.855937	0.0437922	0.855937	0.285746	0.855937	0.0437922	0.855937	0.285746	2.81452	2.81452	0.855937	0.0437922	0.285746	0.285746	0.855937	0.285746	0.855937	0.285746	0.0437922	2.81452	0.285746	0.855937	0.855937	0.855937	0.855937	0.285746	0.855937	0.855937	0.855937	0.285746	0.285746	0.855937	0.0437922	2.81452	0.285746	0.855937	2.81452	0.285746	0.285746	0.0437922	0.855937	0.285746	0.855937	0.0437922	0.0437922	0.0437922	0.0437922	2.81452	2.81452	0.0437922	0.285746	0.0437922	0.0437922	0.0437922	2.81452	0.285746	0.855937	2.81452	0.0437922	2.81452	0.285746	2.81452	0.285746	0.285746	0.855937	0.0437922	0.285746	2.81452	0.855937	0.0437922	0.285746	0.855937	2.81452	0.0437922	0.285746	0.285746	2.81452	0.0437922	0.855937	0.855937	0.855937	2.81452	0.0437922	0.855937	0.0437922	2.81452	0.0437922	0.855937	0.855937	0.0437922	0.285746	0.285746	0.0437922	0.855937	0.285746	0.855937	0.855937	0.0437922	2.81452	0.285746	0.285746	0.285746	0.285746	0.855937	2.81452	0.0437922	0.855937	0.285746	0.855937	0.0437922	0.285746	0.855937	0.0437922	2.81452	0.285746	0.855937	2.81452	0.855937	0.285746	0.285746	0.855937	0.0437922	2.81452	0.285746	2.81452	0.285746	0.285746	0.855937	0.285746	0.0437922	0.285746	0.855937	0.855937	0.855937	0.285746	0.855937	0.285746	2.81452	2.81452	0.285746	2.81452	0.285746	0.855937	0.285746	0.855937	0.855937	0.855937	0.0437922	0.285746	0.285746	0.0437922	0.855937	0.285746	0.855937	0.855937	2.81452	0.855937	0.285746	0.0437922	0.285746	0.0437922	0.855937	0.855937	0.855937	2.81452	0.285746	0.0437922	0.285746	0.855937	0.0437922	0.285746	0.285746	0.285746	0.285746	0.285746	0.855937	2.81452	0.285746	2.81452	0.855937	0.855937	0.855937	0.0437922	0.855937	0.285746	0.855937	0.285746	2.81452	0.285746	2.81452	0.0437922	0.0437922	0.855937	2.81452	0.855937	0.0437922	0.0437922	0.855937	0.855937	0.855937	0.855937	0.0437922	0.855937	0.285746	2.81452	2.81452	0.855937	0.855937	0.855937	0.855937	0.0437922	0.285746	0.285746	0.285746	0.285746	0.855937	0.0437922	0.285746	0.0437922	2.81452	0.0437922	0.855937	0.855937	0.0437922	0.855937	0.855937
5	0	-10230.5	-10213.2	-17.2719	0.4627845	7.33843	0.0134574	0.288303	0.0267152	0.791179	0.791179	0.791179	0.226928	0.791179	0.226928	2.95518	0.791179	0.791179	2.95518	0.0267152	0.226928	0.226928	2.95518	0.0267152	0.226928	0.791179	0.0267152	0.791179	0.226928	2.95518	0.0267152	2.95518	2.95518	0.791179	0.791179	2.95518	0.226928	2.95518	0.226928	0.226928	0.226928	0.791179	2.95518	0.791179	0.791179	0.791179	0.791179	0.0267152	0.0267152	0.791179	0.791179	0.0267152	0.0267152	0.791179	0.226928	0.791179	0.226928	0.226928	2.95518	0.226928	2.95518	0.0267152	0.791179	0.0267152	0.791179	0.226928	0.791179	0.226928	0.791179	2.95518	0.226928	0.226928	0.791179	0.226928	2.95518	0.226928	0.791179	0.0267152	2.95518	0.226928	2.95518	0.0267152	2.95518	0.226928	2.95518	2.95518	0.791179	0.0267152	0.791179	0.226928	0.791179	0.226928	0.791179	0.226928	0.0267152	2.95518	0.226928	0.226928	0.791179	0.791179	2.95518	0.226928	0.791179	0.226928	0.791179	0.226928	0.226928	2.95518	0.226928	2.95518	0.226928	0.791179	2.95518	0.226928	0.226928	0.0267152	0.226928	0.226928	0.791179	0.0267152	0.226928	0.0267152	0.0267152	0.226928	2.95518	0.0267152	0.226928	2.95518	0.0267152	0.0267152	2.95518	0.226928	0.791179	2.95518	0.0267152	2.95518	0.226928	0.791179	0.791179	0.226928	0.791179	0.0267152	0.791179	2.95518	0.791179	0.0267152	0.226928	0.791179	2.95518	0.0267152	2.95518	0.226928	0.791179	0.0267152	0.791179	0.791179	2.95518	2.95518	0.0267152	2.95518	0.0267152	2.95518	0.0267152	0.791179	0.226928	0.0267152	2.95518	0.226928	0.0267152	0.791179	2.95518	0.791179	0.791179	0.0267152	2.95518	0.226928	2.95518	2.95518	0.226928	0.791179	2.95518	0.0267152	0.226928	0.226928	2.95518	0.0267152	0.226928	0.791179	0.0267152	2.95518	0.226928	0.791179	0.226928	2.95518	0.226928	0.791179	0.791179	0.0267152	2.95518	0.226928	2.95518	0.226928	0.226928	0.791179	0.226928	0.0267152	0.226928	0.791179	0.791179	0.791179	0.226928	0.791179	0.226928	2.95518	2.95518	0.226928	2.95518	0.226928	0.791179	2.95518	0.226928	2.95518	0.791179	0.0267152	0.226928	0.791179	0.0267152	2.95518	0.226928	0.791179	0.791179	2.95518	0.791179	0.226928	0.0267152	0.226928	0.791179	0.791179	2.95518	0.226928	2.95518	0.226928	0.0267152	0.226928	2.95518	0.0267152	2.95518	0.226928	0.226928	2.95518	0.226928	0.791179	2.95518	0.226928	2.95518	0.226928	0.791179	0.226928	0.0267152	0.791179	0.226928	0.791179	0.226928	0.791179	0.226928	2.95518	0.0267152	0.0267152	2.95518	2.95518	0.791179	0.0267152	0.0267152	0.791179	0.791179	0.791179	2.95518	0.0267152	0.791179	0.226928	0.791179	0.791179	2.95518	0.226928	0.791179	0.791179	0.0267152	2.95518	0.226928	2.95518	0.226928	0.791179	0.0267152	0.226928	0.226928	2.95518	0.0267152	0.226928	0.791179	0.0267152	0.791179	2.95518
6	0	-10258.6	-10243.9	-14.7112	0.7845363	3.55265	0.0105843	0.157252	0.0922642	0.400833	0.952576	2.55433	0.400833	0.952576	0.952576	0.0922642	0.952576	2.55433	0.400833	0.0922642	0.952576	0.952576	0.952576	0.400833	0.400833	0.952576	0.0922642	2.55433	0.400833	2.55433	0.0922642	0.952576	2.55433	0.952576	0.952576	2.55433	0.400833	0.952576	0.952576	0.400833	0.952576	0.952576	2.55433	0.952576	2.55433	0.400833	2.55433	0.0922642	0.0922642	2.55433	0.400833	0.0922642	0.0922642	0.952576	0.400833	2.55433	0.400833	0.400833	2.55433	0.400833	2.55433	0.0922642	0.952576	0.0922642	2.55433	0.0922642	2.55433	0.952576	0.952576	2.55433	0.400833	0.952576	0.400833	0.400833	2.55433	0.400833	0.952576	0.0922642	0.952576	0.0922642	2.55433	0.0922642	2.55433	0.400833	2.55433	2.55433	0.952576	0.0922642	0.952576	0.952576	2.55433	0.952576	2.55433	0.400833	0.0922642	2.55433	0.400833	0.952576	0.952576	0.952576	0.952576	0.400833	2.55433	0.952576	0.952576	0.400833	0.400833	0.400833	0.0922642	2.55433	0.400833	2.55433	0.952576	0.400833	0.952576	0.0922642	0.952576	0.400833	2.55433	0.400833	0.400833	0.0922642	0.0922642	2.55433	2.55433	0.0922642	0.400833	2.55433	0.0922642	0.0922642	0.952576	0.400833	0.952576	0.400833	0.0922642	2.55433	0.400833	2.55433	0.952576	0.0922642	0.952576	0.0922642	0.952576	0.0922642	0.952576	0.0922642	0.400833	0.952576	2.55433	0.0922642	0.400833	0.400833	2.55433	0.0922642	2.55433	2.55433	2.55433	0.952576	0.0922642	2.55433	0.0922642	2.55433	0.0922642	0.952576	2.55433	0.0922642	2.55433	0.400833	0.0922642	2.55433	0.952576	0.952576	0.952576	0.0922642	0.952576	0.400833	0.952576	0.400833	0.400833	0.952576	0.400833	0.0922642	2.55433	0.400833	0.952576	0.0922642	0.400833	0.952576	0.0922642	0.952576	0.400833	0.952576	0.400833	0.0922642	0.400833	0.952576	0.952576	0.0922642	2.55433	0.400833	2.55433	0.400833	0.400833	2.55433	0.400833	0.0922642	0.400833	2.55433	0.952576	0.952576	0.400833	2.55433	0.400833	2.55433	2.55433	0.400833	2.55433	0.952576	0.952576	0.400833	0.952576	2.55433	2.55433	0.0922642	0.952576	2.55433	0.0922642	2.55433	0.952576	2.55433	0.952576	2.55433	2.55433	0.952576	0.0922642	0.400833	0.400833	0.952576	0.952576	0.952576	0.952576	0.400833	0.0922642	0.400833	2.55433	0.0922642	2.55433	0.400833	0.952576	0.952576	0.952576	0.952576	2.55433	0.400833	2.55433	0.952576	0.952576	0.952576	0.0922642	2.55433	0.400833	0.952576	0.400833	0.400833	0.400833	0.952576	0.0922642	0.0922642	2.55433	2.55433	2.55433	0.0922642	0.0922642	0.952576	0.952576	0.952576	0.952576	0.0922642	2.55433	0.952576	0.952576	0.952576	0.952576	0.400833	2.55433	0.952576	0.400833	0.952576	0.0922642	2.55433	0.400833	0.952576	0.0922642	2.55433	0.0922642	2.55433	0.0922642	0.952576	0.952576	0.952576	0.952576	0.952576
